"caseID","eventType","timeStamp","Label","Value","source","lifecycle:transition","Sheet","FileName","Found","Column","Row","Url"
"622","openFile","2019-03-06T03:53:26.875Z",,,"Excel","complete","Sheet1","data.xls",,,,
"622","goToUrl","2019-03-06T03:53:33.703Z",,,"Web","complete",,,,,,"www.webpage.com"
"622","insertValue","2019-03-06T03:53:46.670Z","username","Frank01","Web","complete",,,,,,
"622","insertValue","2019-03-06T03:53:53.865Z","password","LittleFrank123","Web","complete",,,,,,
"622","clickButton","2019-03-06T03:54:01.096Z","confirm",,"Web","complete",,,,,,
"622","waitResponse","2019-03-06T03:54:03.260Z",,,"Web","complete",,,,,,"www.webpage.com/ok"
"622","clickButton","2019-03-06T03:54:21.826Z","Button1",,"Web","complete",,,,,,
"622","clickButton","2019-03-06T03:54:24.075Z","B2",,"Web","complete",,,,,,
"622","insertValue","2019-03-06T03:54:27.928Z","ID","182381","Web","complete",,,,,,
"622","copy","2019-03-06T03:54:31.721Z",,"Au 58124829 XT","Excel","complete",,,,"B","1",
"622","paste","2019-03-06T03:54:34.645Z","Special code","Au 58124829 XT","Web","complete",,,,,,
"622","copy","2019-03-06T03:54:37.165Z",,"Melbourne 123","Excel","complete",,,,"B","2",
"622","paste","2019-03-06T03:54:40.394Z","Area","Melbourne 123","Web","complete",,,,,,
"622","clickButton","2019-03-06T03:54:43.132Z","B8",,"Web","complete",,,,,,
"623","insertValue","2019-03-06T03:54:53.132Z","name","name276","Web","complete",,,,,,
"623","insertValue","2019-03-06T03:54:58.809Z","surname","surname276","Web","complete",,,,,,
"623","insertValue","2019-03-06T03:55:15.359Z","age","29","Web","complete",,,,,,
"623","insertValue","2019-03-06T03:55:17.758Z","type","3","Web","complete",,,,,,
"623","clickButton","2019-03-06T03:55:29.678Z","B1",,"Web","complete",,,,,,
"623","insertValue","2019-03-06T03:55:33.973Z",,"2565","Excel","complete",,,,"B","28",
"623","goToUrl","2019-03-06T03:55:45.971Z",,,"Web","complete",,,,,,"www.webpage2.com"
"623","copy","2019-03-06T03:56:00.548Z","value2","value2565","Web","complete",,,,,,
"623","paste","2019-03-06T03:56:04.021Z",,"vaue2565","Excel","complete",,,,"C","2",
"623","paste","2019-03-06T03:56:06.748Z","finalCode","vaue2565","Web","complete",,,,,,
"623","clickButton","2019-03-06T03:56:10.662Z","Cancel",,"Web","complete",,,,,,
"624","insertValue","2019-03-06T03:56:20.662Z","name","name2988","Web","complete",,,,,,
"624","insertValue","2019-03-06T03:56:31.728Z","surname","surname2988","Web","complete",,,,,,
"624","insertValue","2019-03-06T03:56:44.433Z","age","44","Web","complete",,,,,,
"624","insertValue","2019-03-06T03:57:00.184Z","type","2","Web","complete",,,,,,
"624","clickButton","2019-03-06T03:57:15.173Z","B4",,"Web","complete",,,,,,
"624","goToUrl","2019-03-06T03:57:17.421Z",,,"Web","complete",,,,,,"www.webpage.com"
"624","clickButton","2019-03-06T03:57:19.909Z","B5",,"Web","complete",,,,,,
"624","insertValue","2019-03-06T03:57:33.026Z","valueX","valuex2988","Web","complete",,,,,,
"624","clickButton","2019-03-06T03:57:34.965Z","OK",,"Web","complete",,,,,,
"625","insertValue","2019-03-06T03:57:44.965Z","name","name1883","Web","complete",,,,,,
"625","insertValue","2019-03-06T03:57:48.086Z","surname","surname1883","Web","complete",,,,,,
"625","insertValue","2019-03-06T03:57:57.028Z","age","21","Web","complete",,,,,,
"625","insertValue","2019-03-06T03:58:00.132Z","type","1","Web","complete",,,,,,
"625","clickButton","2019-03-06T03:58:12.612Z","B4",,"Web","complete",,,,,,
"625","goToUrl","2019-03-06T03:58:14.894Z",,,"Web","complete",,,,,,"www.webpage.com"
"625","clickButton","2019-03-06T03:58:17.830Z","B5",,"Web","complete",,,,,,
"625","insertValue","2019-03-06T03:58:17.865Z","valueX","valuex1883","Web","complete",,,,,,
"625","clickButton","2019-03-06T03:58:21.690Z","OK",,"Web","complete",,,,,,
"626","insertValue","2019-03-06T03:58:31.690Z","name","name522","Web","complete",,,,,,
"626","insertValue","2019-03-06T03:58:43.337Z","surname","surname522","Web","complete",,,,,,
"626","insertValue","2019-03-06T03:58:57.458Z","age","19","Web","complete",,,,,,
"626","insertValue","2019-03-06T03:59:03.406Z","type","4","Web","complete",,,,,,
"626","openFile","2019-03-06T03:59:09.513Z",,,"Excel","complete","Sheet1","data.xls",,,,
"626","goToUrl","2019-03-06T03:59:20.252Z",,,"Web","complete",,,,,,"www.webpage.com"
"626","insertValue","2019-03-06T03:59:26.629Z","username","Frank01","Web","complete",,,,,,
"626","insertValue","2019-03-06T03:59:41.273Z","password","LittleFrank123","Web","complete",,,,,,
"626","clickButton","2019-03-06T03:59:50.823Z","confirm",,"Web","complete",,,,,,
"626","waitResponse","2019-03-06T03:59:54.046Z",,,"Web","complete",,,,,,"www.webpage.com/ok"
"626","clickButton","2019-03-06T04:00:03.014Z","Button1",,"Web","complete",,,,,,
"626","clickButton","2019-03-06T04:00:05.157Z","B2",,"Web","complete",,,,,,
"626","insertValue","2019-03-06T04:00:07.585Z","ID","182381","Web","complete",,,,,,
"626","copy","2019-03-06T04:00:10.671Z",,"Au 58124829 XT","Excel","complete",,,,"B","1",
"626","paste","2019-03-06T04:00:13.863Z","Special code","Au 58124829 XT","Web","complete",,,,,,
"626","copy","2019-03-06T04:00:18.426Z",,"Melbourne 123","Excel","complete",,,,"B","2",
"626","paste","2019-03-06T04:00:21.243Z","Area","Melbourne 123","Web","complete",,,,,,
"626","clickButton","2019-03-06T04:00:23.530Z","B8",,"Web","complete",,,,,,
"627","insertValue","2019-03-06T04:00:33.530Z","name","name2678","Web","complete",,,,,,
"627","insertValue","2019-03-06T04:00:38.559Z","surname","surname2678","Web","complete",,,,,,
"627","insertValue","2019-03-06T04:00:46.481Z","age","24","Web","complete",,,,,,
"627","insertValue","2019-03-06T04:00:51.077Z","type","1","Web","complete",,,,,,
"627","clickButton","2019-03-06T04:01:02.549Z","B4",,"Web","complete",,,,,,
"627","goToUrl","2019-03-06T04:01:05.827Z",,,"Web","complete",,,,,,"www.webpage.com"
"627","clickButton","2019-03-06T04:01:09.651Z","B5",,"Web","complete",,,,,,
"627","insertValue","2019-03-06T04:01:14.568Z","valueX","valuex2678","Web","complete",,,,,,
"627","clickButton","2019-03-06T04:01:19.040Z","OK",,"Web","complete",,,,,,
"628","insertValue","2019-03-06T04:01:29.040Z","name","name1349","Web","complete",,,,,,
"628","insertValue","2019-03-06T04:01:31.218Z","surname","surname1349","Web","complete",,,,,,
"628","insertValue","2019-03-06T04:01:46.724Z","age","26","Web","complete",,,,,,
"628","insertValue","2019-03-06T04:01:52.359Z","type","4","Web","complete",,,,,,
"628","openFile","2019-03-06T04:01:53.395Z",,,"Excel","complete","Sheet1","data.xls",,,,
"628","goToUrl","2019-03-06T04:02:10.586Z",,,"Web","complete",,,,,,"www.webpage.com"
"628","insertValue","2019-03-06T04:02:14.325Z","username","Frank01","Web","complete",,,,,,
"628","insertValue","2019-03-06T04:02:15.073Z","password","LittleFrank123","Web","complete",,,,,,
"628","clickButton","2019-03-06T04:02:20.605Z","confirm",,"Web","complete",,,,,,
"628","waitResponse","2019-03-06T04:02:21.825Z",,,"Web","complete",,,,,,"www.webpage.com/ok"
"628","clickButton","2019-03-06T04:02:30.332Z","Button1",,"Web","complete",,,,,,
"628","clickButton","2019-03-06T04:02:32.651Z","B2",,"Web","complete",,,,,,
"628","insertValue","2019-03-06T04:02:37.028Z","ID","182381","Web","complete",,,,,,
"628","copy","2019-03-06T04:02:39.952Z",,"Au 58124829 XT","Excel","complete",,,,"B","1",
"628","paste","2019-03-06T04:02:42.428Z","Special code","Au 58124829 XT","Web","complete",,,,,,
"628","copy","2019-03-06T04:02:45.577Z",,"Melbourne 123","Excel","complete",,,,"B","2",
"628","paste","2019-03-06T04:02:48.619Z","Area","Melbourne 123","Web","complete",,,,,,
"628","clickButton","2019-03-06T04:02:50.478Z","B8",,"Web","complete",,,,,,
"629","insertValue","2019-03-06T04:03:00.478Z","name","name983","Web","complete",,,,,,
"629","insertValue","2019-03-06T04:03:05.031Z","surname","surname983","Web","complete",,,,,,
"629","insertValue","2019-03-06T04:03:09.851Z","age","24","Web","complete",,,,,,
"629","insertValue","2019-03-06T04:03:13.493Z","type","3","Web","complete",,,,,,
"629","clickButton","2019-03-06T04:03:22.292Z","B1",,"Web","complete",,,,,,
"629","insertValue","2019-03-06T04:03:25.033Z",,"2469","Excel","complete",,,,"B","3",
"629","goToUrl","2019-03-06T04:03:33.155Z",,,"Web","complete",,,,,,"www.webpage2.com"
"629","copy","2019-03-06T04:03:38.373Z","value2","value2469","Web","complete",,,,,,
"629","paste","2019-03-06T04:03:41.265Z","finalCode","vaue2469","Web","complete",,,,,,
"629","clickButton","2019-03-06T04:03:43.698Z","OK",,"Web","complete",,,,,,
"630","insertValue","2019-03-06T04:03:53.698Z","name","name2227","Web","complete",,,,,,
"630","insertValue","2019-03-06T04:03:59.009Z","surname","surname2227","Web","complete",,,,,,
"630","insertValue","2019-03-06T04:04:10.254Z","age","22","Web","complete",,,,,,
"630","insertValue","2019-03-06T04:04:17.616Z","type","3","Web","complete",,,,,,
"630","clickButton","2019-03-06T04:04:25.476Z","B4",,"Web","complete",,,,,,
"630","goToUrl","2019-03-06T04:04:27.161Z",,,"Web","complete",,,,,,"www.webpage.com"
"630","clickButton","2019-03-06T04:04:32.127Z","B5",,"Web","complete",,,,,,
"630","insertValue","2019-03-06T04:04:41.888Z","valueX","valuex2227","Web","complete",,,,,,
"630","clickButton","2019-03-06T04:04:43.742Z","OK",,"Web","complete",,,,,,
"631","insertValue","2019-03-06T04:04:53.742Z","name","name1622","Web","complete",,,,,,
"631","insertValue","2019-03-06T04:05:09.844Z","surname","surname1622","Web","complete",,,,,,
"631","insertValue","2019-03-06T04:05:09.844Z","age","21","Web","complete",,,,,,
"631","insertValue","2019-03-06T04:05:16.960Z","type","1","Web","complete",,,,,,
"631","clickButton","2019-03-06T04:05:30.280Z","B4",,"Web","complete",,,,,,
"631","openFile","2019-03-06T04:05:32.622Z",,,"Excel","complete","Sheet1","data123.xls",,,,
"631","findValue","2019-03-06T04:05:35.268Z",,"2180","Excel","complete",,,"true",,,
"631","copy","2019-03-06T04:05:37.977Z",,"value1622","Excel","complete",,,,"B","1",
"631","paste","2019-03-06T04:05:41.030Z",,"vaue1622","Excel","complete",,,,"C","2",
"631","paste","2019-03-06T04:05:43.063Z","finalCode","vaue1622","Web","complete",,,,,,
"631","clickButton","2019-03-06T04:05:45.740Z","OK",,"Web","complete",,,,,,
"632","insertValue","2019-03-06T04:05:55.740Z","name","name1256","Web","complete",,,,,,
"632","insertValue","2019-03-06T04:06:04.999Z","surname","surname1256","Web","complete",,,,,,
"632","insertValue","2019-03-06T04:06:11.467Z","age","23","Web","complete",,,,,,
"632","insertValue","2019-03-06T04:06:17.291Z","type","2","Web","complete",,,,,,
"632","clickButton","2019-03-06T04:06:27.785Z","B4",,"Web","complete",,,,,,
"632","openFile","2019-03-06T04:06:29.355Z",,,"Excel","complete","Sheet1","data123.xls",,,,
"632","findValue","2019-03-06T04:06:32.220Z",,"2632","Excel","complete",,,"true",,,
"632","copy","2019-03-06T04:06:35.819Z",,"value1256","Excel","complete",,,,"B","1",
"632","paste","2019-03-06T04:06:37.404Z","finalCode","vaue1256","Web","complete",,,,,,
"632","clickButton","2019-03-06T04:06:41.052Z","Cancel",,"Web","complete",,,,,,
"633","insertValue","2019-03-06T04:06:51.052Z","name","name1642","Web","complete",,,,,,
"633","insertValue","2019-03-06T04:07:01.128Z","surname","surname1642","Web","complete",,,,,,
"633","insertValue","2019-03-06T04:07:10.000Z","age","34","Web","complete",,,,,,
"633","insertValue","2019-03-06T04:07:16.079Z","type","4","Web","complete",,,,,,
"633","openFile","2019-03-06T04:07:27.825Z",,,"Excel","complete","Sheet1","data.xls",,,,
"633","goToUrl","2019-03-06T04:07:32.894Z",,,"Web","complete",,,,,,"www.webpage.com"
"633","insertValue","2019-03-06T04:07:39.071Z","username","Frank01","Web","complete",,,,,,
"633","insertValue","2019-03-06T04:07:49.586Z","password","LittleFrank123","Web","complete",,,,,,
"633","clickButton","2019-03-06T04:07:56.163Z","confirm",,"Web","complete",,,,,,
"633","waitResponse","2019-03-06T04:07:59.884Z",,,"Web","complete",,,,,,"www.webpage.com/ok"
"633","clickButton","2019-03-06T04:08:22.168Z","Button1",,"Web","complete",,,,,,
"633","clickButton","2019-03-06T04:08:24.227Z","B2",,"Web","complete",,,,,,
"633","insertValue","2019-03-06T04:08:28.554Z","ID","182381","Web","complete",,,,,,
"633","copy","2019-03-06T04:08:30.492Z",,"Au 58124829 XT","Excel","complete",,,,"B","1",
"633","paste","2019-03-06T04:08:32.574Z","Special code","Au 58124829 XT","Web","complete",,,,,,
"633","copy","2019-03-06T04:08:35.685Z",,"Melbourne 123","Excel","complete",,,,"B","2",
"633","paste","2019-03-06T04:08:39.499Z","Area","Melbourne 123","Web","complete",,,,,,
"633","clickButton","2019-03-06T04:08:42.861Z","B8",,"Web","complete",,,,,,
"634","insertValue","2019-03-06T04:08:52.861Z","name","name1636","Web","complete",,,,,,
"634","insertValue","2019-03-06T04:09:02.991Z","surname","surname1636","Web","complete",,,,,,
"634","insertValue","2019-03-06T04:09:19.090Z","age","37","Web","complete",,,,,,
"634","insertValue","2019-03-06T04:09:28.631Z","type","1","Web","complete",,,,,,
"634","clickButton","2019-03-06T04:09:36.600Z","B4",,"Web","complete",,,,,,
"634","goToUrl","2019-03-06T04:09:38.926Z",,,"Web","complete",,,,,,"www.webpage.com"
"634","clickButton","2019-03-06T04:09:44.114Z","B5",,"Web","complete",,,,,,
"634","insertValue","2019-03-06T04:09:53.592Z","valueX","valuex1636","Web","complete",,,,,,
"634","clickButton","2019-03-06T04:09:55.203Z","Cancel",,"Web","complete",,,,,,
"635","insertValue","2019-03-06T04:10:05.203Z","name","name1911","Web","complete",,,,,,
"635","insertValue","2019-03-06T04:10:18.851Z","surname","surname1911","Web","complete",,,,,,
"635","insertValue","2019-03-06T04:10:23.190Z","age","27","Web","complete",,,,,,
"635","insertValue","2019-03-06T04:10:24.131Z","type","4","Web","complete",,,,,,
"635","openFile","2019-03-06T04:10:30.871Z",,,"Excel","complete","Sheet1","data.xls",,,,
"635","goToUrl","2019-03-06T04:10:36.276Z",,,"Web","complete",,,,,,"www.webpage.com"
"635","insertValue","2019-03-06T04:10:40.537Z","username","Frank01","Web","complete",,,,,,
"635","insertValue","2019-03-06T04:10:46.053Z","password","LittleFrank123","Web","complete",,,,,,
"635","clickButton","2019-03-06T04:10:54.087Z","confirm",,"Web","complete",,,,,,
"635","waitResponse","2019-03-06T04:10:57.836Z",,,"Web","complete",,,,,,"www.webpage.com/ok"
"635","clickButton","2019-03-06T04:11:00.921Z","Button1",,"Web","complete",,,,,,
"635","clickButton","2019-03-06T04:11:05.948Z","B2",,"Web","complete",,,,,,
"635","insertValue","2019-03-06T04:11:09.443Z","ID","182381","Web","complete",,,,,,
"635","copy","2019-03-06T04:11:12.716Z",,"Au 58124829 XT","Excel","complete",,,,"B","1",
"635","paste","2019-03-06T04:11:14.389Z","Special code","Au 58124829 XT","Web","complete",,,,,,
"635","copy","2019-03-06T04:11:17.704Z",,"Melbourne 123","Excel","complete",,,,"B","2",
"635","paste","2019-03-06T04:11:19.233Z","Area","Melbourne 123","Web","complete",,,,,,
"635","clickButton","2019-03-06T04:11:21.407Z","B8",,"Web","complete",,,,,,
"636","insertValue","2019-03-06T04:11:31.407Z","name","name1442","Web","complete",,,,,,
"636","insertValue","2019-03-06T04:11:37.855Z","surname","surname1442","Web","complete",,,,,,
"636","insertValue","2019-03-06T04:11:54.904Z","age","26","Web","complete",,,,,,
"636","insertValue","2019-03-06T04:12:02.321Z","type","4","Web","complete",,,,,,
"636","openFile","2019-03-06T04:12:08.459Z",,,"Excel","complete","Sheet1","data.xls",,,,
"636","goToUrl","2019-03-06T04:12:15.510Z",,,"Web","complete",,,,,,"www.webpage.com"
"636","insertValue","2019-03-06T04:12:21.678Z","username","Frank01","Web","complete",,,,,,
"636","insertValue","2019-03-06T04:12:31.152Z","password","LittleFrank123","Web","complete",,,,,,
"636","clickButton","2019-03-06T04:12:38.186Z","confirm",,"Web","complete",,,,,,
"636","waitResponse","2019-03-06T04:12:41.614Z",,,"Web","complete",,,,,,"www.webpage.com/ok"
"636","clickButton","2019-03-06T04:12:41.614Z","Button1",,"Web","complete",,,,,,
"636","clickButton","2019-03-06T04:12:43.181Z","B2",,"Web","complete",,,,,,
"636","insertValue","2019-03-06T04:12:45.109Z","ID","182381","Web","complete",,,,,,
"636","copy","2019-03-06T04:12:47.152Z",,"Au 58124829 XT","Excel","complete",,,,"B","1",
"636","paste","2019-03-06T04:12:50.694Z","Special code","Au 58124829 XT","Web","complete",,,,,,
"636","copy","2019-03-06T04:12:53.021Z",,"Melbourne 123","Excel","complete",,,,"B","2",
"636","paste","2019-03-06T04:12:55.902Z","Area","Melbourne 123","Web","complete",,,,,,
"636","clickButton","2019-03-06T04:12:58.492Z","B8",,"Web","complete",,,,,,
"637","insertValue","2019-03-06T04:13:08.492Z","name","name1834","Web","complete",,,,,,
"637","insertValue","2019-03-06T04:13:21.062Z","surname","surname1834","Web","complete",,,,,,
"637","insertValue","2019-03-06T04:13:35.045Z","age","22","Web","complete",,,,,,
"637","insertValue","2019-03-06T04:13:50.024Z","type","3","Web","complete",,,,,,
"637","clickButton","2019-03-06T04:13:55.216Z","B1",,"Web","complete",,,,,,
"637","insertValue","2019-03-06T04:13:58.717Z",,"4241","Excel","complete",,,,"B","5",
"637","goToUrl","2019-03-06T04:14:16.460Z",,,"Web","complete",,,,,,"www.webpage2.com"
"637","copy","2019-03-06T04:14:24.945Z","value2","value4241","Web","complete",,,,,,
"637","paste","2019-03-06T04:14:27.558Z",,"vaue4241","Excel","complete",,,,"C","2",
"637","paste","2019-03-06T04:14:30.206Z","finalCode","vaue4241","Web","complete",,,,,,
"637","clickButton","2019-03-06T04:14:31.822Z","OK",,"Web","complete",,,,,,
"638","insertValue","2019-03-06T04:14:41.822Z","name","name1422","Web","complete",,,,,,
"638","insertValue","2019-03-06T04:14:42.498Z","surname","surname1422","Web","complete",,,,,,
"638","insertValue","2019-03-06T04:14:56.411Z","age","31","Web","complete",,,,,,
"638","insertValue","2019-03-06T04:15:03.451Z","type","1","Web","complete",,,,,,
"638","clickButton","2019-03-06T04:15:24.854Z","B4",,"Web","complete",,,,,,
"638","openFile","2019-03-06T04:15:27.684Z",,,"Excel","complete","Sheet1","data123.xls",,,,
"638","findValue","2019-03-06T04:15:32.292Z",,"4998","Excel","complete",,,"true",,,
"638","copy","2019-03-06T04:15:34.446Z",,"value1422","Excel","complete",,,,"B","1",
"638","paste","2019-03-06T04:15:35.939Z","finalCode","vaue1422","Web","complete",,,,,,
"638","clickButton","2019-03-06T04:15:38.636Z","Cancel",,"Web","complete",,,,,,
"639","insertValue","2019-03-06T04:15:48.636Z","name","name2026","Web","complete",,,,,,
"639","insertValue","2019-03-06T04:15:48.981Z","surname","surname2026","Web","complete",,,,,,
"639","insertValue","2019-03-06T04:16:05.695Z","age","18","Web","complete",,,,,,
"639","insertValue","2019-03-06T04:16:12.126Z","type","3","Web","complete",,,,,,
"639","clickButton","2019-03-06T04:16:24.753Z","B1",,"Web","complete",,,,,,
"639","insertValue","2019-03-06T04:16:26.942Z",,"2519","Excel","complete",,,,"B","38",
"639","goToUrl","2019-03-06T04:16:37.666Z",,,"Web","complete",,,,,,"www.webpage2.com"
"639","copy","2019-03-06T04:16:42.952Z","value2","value2519","Web","complete",,,,,,
"639","paste","2019-03-06T04:16:46.715Z",,"vaue2519","Excel","complete",,,,"C","2",
"639","paste","2019-03-06T04:16:49.235Z","finalCode","vaue2519","Web","complete",,,,,,
"639","clickButton","2019-03-06T04:16:52.229Z","Cancel",,"Web","complete",,,,,,
"640","insertValue","2019-03-06T04:17:02.229Z","name","name1536","Web","complete",,,,,,
"640","insertValue","2019-03-06T04:17:04.123Z","surname","surname1536","Web","complete",,,,,,
"640","insertValue","2019-03-06T04:17:10.858Z","age","24","Web","complete",,,,,,
"640","insertValue","2019-03-06T04:17:17.941Z","type","2","Web","complete",,,,,,
"640","clickButton","2019-03-06T04:17:20.966Z","B4",,"Web","complete",,,,,,
"640","openFile","2019-03-06T04:17:23.157Z",,,"Excel","complete","Sheet1","data123.xls",,,,
"640","findValue","2019-03-06T04:17:26.043Z",,"2104","Excel","complete",,,"false",,,
"640","copy","2019-03-06T04:17:28.038Z",,"value1536","Excel","complete",,,,"B","1",
"640","paste","2019-03-06T04:17:31.855Z","finalCode","vaue1536","Web","complete",,,,,,
"640","clickButton","2019-03-06T04:17:34.328Z","Cancel",,"Web","complete",,,,,,
"641","insertValue","2019-03-06T04:17:44.328Z","name","name2095","Web","complete",,,,,,
"641","insertValue","2019-03-06T04:17:49.568Z","surname","surname2095","Web","complete",,,,,,
"641","insertValue","2019-03-06T04:17:53.142Z","age","27","Web","complete",,,,,,
"641","insertValue","2019-03-06T04:18:00.807Z","type","3","Web","complete",,,,,,
"641","clickButton","2019-03-06T04:18:08.960Z","B4",,"Web","complete",,,,,,
"641","goToUrl","2019-03-06T04:18:12.185Z",,,"Web","complete",,,,,,"www.webpage.com"
"641","clickButton","2019-03-06T04:18:16.042Z","B5",,"Web","complete",,,,,,
"641","insertValue","2019-03-06T04:18:23.153Z","valueX","valuex2095","Web","complete",,,,,,
"641","clickButton","2019-03-06T04:18:25.508Z","Cancel",,"Web","complete",,,,,,
"642","insertValue","2019-03-06T04:18:35.508Z","name","name1484","Web","complete",,,,,,
"642","insertValue","2019-03-06T04:18:38.871Z","surname","surname1484","Web","complete",,,,,,
"642","insertValue","2019-03-06T04:18:39.889Z","age","28","Web","complete",,,,,,
"642","insertValue","2019-03-06T04:18:52.998Z","type","4","Web","complete",,,,,,
"642","openFile","2019-03-06T04:18:58.840Z",,,"Excel","complete","Sheet1","data.xls",,,,
"642","goToUrl","2019-03-06T04:19:18.006Z",,,"Web","complete",,,,,,"www.webpage.com"
"642","insertValue","2019-03-06T04:19:31.124Z","username","Frank01","Web","complete",,,,,,
"642","insertValue","2019-03-06T04:19:37.074Z","password","LittleFrank123","Web","complete",,,,,,
"642","clickButton","2019-03-06T04:19:45.604Z","confirm",,"Web","complete",,,,,,
"642","waitResponse","2019-03-06T04:19:49.894Z",,,"Web","complete",,,,,,"www.webpage.com/ok"
"642","clickButton","2019-03-06T04:19:54.465Z","Button1",,"Web","complete",,,,,,
"642","clickButton","2019-03-06T04:19:56.538Z","B2",,"Web","complete",,,,,,
"642","insertValue","2019-03-06T04:19:58.955Z","ID","182381","Web","complete",,,,,,
"642","copy","2019-03-06T04:20:01.896Z",,"Au 58124829 XT","Excel","complete",,,,"B","1",
"642","paste","2019-03-06T04:20:04.771Z","Special code","Au 58124829 XT","Web","complete",,,,,,
"642","copy","2019-03-06T04:20:09.309Z",,"Melbourne 123","Excel","complete",,,,"B","2",
"642","paste","2019-03-06T04:20:13.108Z","Area","Melbourne 123","Web","complete",,,,,,
"642","clickButton","2019-03-06T04:20:16.006Z","B8",,"Web","complete",,,,,,
"643","insertValue","2019-03-06T04:20:26.006Z","name","name960","Web","complete",,,,,,
"643","insertValue","2019-03-06T04:20:38.840Z","surname","surname960","Web","complete",,,,,,
"643","insertValue","2019-03-06T04:20:44.489Z","age","24","Web","complete",,,,,,
"643","insertValue","2019-03-06T04:20:54.631Z","type","3","Web","complete",,,,,,
"643","clickButton","2019-03-06T04:21:07.280Z","B1",,"Web","complete",,,,,,
"643","insertValue","2019-03-06T04:21:11.039Z",,"3614","Excel","complete",,,,"B","14",
"643","goToUrl","2019-03-06T04:21:19.291Z",,,"Web","complete",,,,,,"www.webpage2.com"
"643","copy","2019-03-06T04:21:26.979Z","value2","value3614","Web","complete",,,,,,
"643","paste","2019-03-06T04:21:29.886Z","finalCode","vaue3614","Web","complete",,,,,,
"643","clickButton","2019-03-06T04:21:31.890Z","OK",,"Web","complete",,,,,,
"644","insertValue","2019-03-06T04:21:41.890Z","name","name2326","Web","complete",,,,,,
"644","insertValue","2019-03-06T04:21:41.890Z","surname","surname2326","Web","complete",,,,,,
"644","insertValue","2019-03-06T04:21:53.780Z","age","23","Web","complete",,,,,,
"644","insertValue","2019-03-06T04:22:00.429Z","type","2","Web","complete",,,,,,
"644","clickButton","2019-03-06T04:22:10.789Z","B4",,"Web","complete",,,,,,
"644","openFile","2019-03-06T04:22:14.840Z",,,"Excel","complete","Sheet1","data123.xls",,,,
"644","findValue","2019-03-06T04:22:17.264Z",,"2062","Excel","complete",,,"true",,,
"644","copy","2019-03-06T04:22:19.387Z",,"value2326","Excel","complete",,,,"B","1",
"644","paste","2019-03-06T04:22:23.408Z",,"vaue2326","Excel","complete",,,,"C","2",
"644","clickButton","2019-03-06T04:22:25.015Z","Cancel",,"Web","complete",,,,,,
"645","insertValue","2019-03-06T04:22:35.015Z","name","name1781","Web","complete",,,,,,
"645","insertValue","2019-03-06T04:22:35.015Z","surname","surname1781","Web","complete",,,,,,
"645","insertValue","2019-03-06T04:22:38.261Z","age","22","Web","complete",,,,,,
"645","insertValue","2019-03-06T04:22:47.958Z","type","1","Web","complete",,,,,,
"645","clickButton","2019-03-06T04:22:54.060Z","B4",,"Web","complete",,,,,,
"645","goToUrl","2019-03-06T04:22:55.048Z",,,"Web","complete",,,,,,"www.webpage.com"
"645","clickButton","2019-03-06T04:22:57.483Z","B5",,"Web","complete",,,,,,
"645","insertValue","2019-03-06T04:23:06.708Z","valueX","valuex1781","Web","complete",,,,,,
"645","clickButton","2019-03-06T04:23:11.524Z","OK",,"Web","complete",,,,,,
"646","insertValue","2019-03-06T04:23:21.524Z","name","name2975","Web","complete",,,,,,
"646","insertValue","2019-03-06T04:23:34.589Z","surname","surname2975","Web","complete",,,,,,
"646","insertValue","2019-03-06T04:23:35.627Z","age","19","Web","complete",,,,,,
"646","insertValue","2019-03-06T04:23:39.930Z","type","3","Web","complete",,,,,,
"646","clickButton","2019-03-06T04:23:45.146Z","B4",,"Web","complete",,,,,,
"646","openFile","2019-03-06T04:23:48.060Z",,,"Excel","complete","Sheet1","data123.xls",,,,
"646","findValue","2019-03-06T04:23:53.729Z",,"4472","Excel","complete",,,"false",,,
"646","copy","2019-03-06T04:23:57.910Z",,"value2975","Excel","complete",,,,"B","1",
"646","paste","2019-03-06T04:24:01.741Z","finalCode","vaue2975","Web","complete",,,,,,
"646","clickButton","2019-03-06T04:24:04.108Z","OK",,"Web","complete",,,,,,
"647","insertValue","2019-03-06T04:24:14.108Z","name","name491","Web","complete",,,,,,
"647","insertValue","2019-03-06T04:24:20.510Z","surname","surname491","Web","complete",,,,,,
"647","insertValue","2019-03-06T04:24:23.360Z","age","25","Web","complete",,,,,,
"647","insertValue","2019-03-06T04:24:26.275Z","type","1","Web","complete",,,,,,
"647","clickButton","2019-03-06T04:24:37.091Z","B4",,"Web","complete",,,,,,
"647","openFile","2019-03-06T04:24:39.948Z",,,"Excel","complete","Sheet1","data123.xls",,,,
"647","findValue","2019-03-06T04:24:42.026Z",,"3437","Excel","complete",,,"true",,,
"647","copy","2019-03-06T04:24:47.570Z",,"value491","Excel","complete",,,,"B","1",
"647","paste","2019-03-06T04:24:51.018Z",,"vaue491","Excel","complete",,,,"C","2",
"647","paste","2019-03-06T04:24:53.405Z","finalCode","vaue491","Web","complete",,,,,,
"647","clickButton","2019-03-06T04:24:57.944Z","Cancel",,"Web","complete",,,,,,
"648","insertValue","2019-03-06T04:25:07.944Z","name","name2776","Web","complete",,,,,,
"648","insertValue","2019-03-06T04:25:08.346Z","surname","surname2776","Web","complete",,,,,,
