"caseID","eventType","timeStamp","Label","Value","source","lifecycle:transition","Column","Row","Sheet","FileName","Url","Found"
"442","goToUrl","2019-03-05T17:32:59.187Z",,,"Web","complete",,,,,"www.webpage2.com",
"442","clickButton","2019-03-05T17:33:15.787Z","open",,"Web","complete",,,,,,
"442","copy","2019-03-05T17:33:18.578Z","code","18","Web","complete",,,,,,
"442","paste","2019-03-05T17:33:23.946Z","name","18","Excel","complete","B","783",,,,
"442","clickButton","2019-03-05T17:33:26.337Z","cancel",,"Web","complete",,,,,,
"442","clickButton","2019-03-05T17:33:29.133Z","OK",,"Web","complete",,,,,,
"443","insertValue","2019-03-05T17:33:39.133Z","value1","value1319","Web","complete",,,,,,
"443","insertValue","2019-03-05T17:33:48.476Z","code","40","Web","complete",,,,,,
"443","clickButton","2019-03-05T17:33:58.560Z","B6",,"Web","complete",,,,,,
"443","goToUrl","2019-03-05T17:34:01.456Z",,,"Web","complete",,,,,"www.webpage2.com",
"443","clickButton","2019-03-05T17:34:05.397Z","open",,"Web","complete",,,,,,
"443","copy","2019-03-05T17:34:08.777Z","code","40","Web","complete",,,,,,
"443","paste","2019-03-05T17:34:11.847Z","name","40","Excel","complete","B","1211",,,,
"443","goToUrl","2019-03-05T17:34:16.397Z",,,"Web","complete",,,,,"www.webpage.com",
"443","clickButton","2019-03-05T17:34:17.763Z","OK",,"Web","complete",,,,,,
"444","insertValue","2019-03-05T17:34:27.763Z","value1","value524","Web","complete",,,,,,
"444","insertValue","2019-03-05T17:34:45.232Z","code","24","Web","complete",,,,,,
"444","clickButton","2019-03-05T17:34:50.241Z","B7",,"Web","complete",,,,,,
"444","clickButton","2019-03-05T17:34:54.074Z","open",,"Web","complete",,,,,,
"444","openFile","2019-03-05T17:34:58.418Z",,,"Excel","complete",,,"Sheet1","data123.xls",,
"444","findValue","2019-03-05T17:35:01.089Z",,"name1410","Excel","complete",,,,,,"false"
"444","goToUrl","2019-03-05T17:35:04.472Z",,,"Web","complete",,,,,"www.webpage.com",
"444","clickButton","2019-03-05T17:35:24.866Z","OK",,"Web","complete",,,,,,
"445","insertValue","2019-03-05T17:35:34.866Z","value1","value1356","Web","complete",,,,,,
"445","insertValue","2019-03-05T17:35:39.027Z","code","20","Web","complete",,,,,,
"445","clickButton","2019-03-05T17:35:56.149Z","B7",,"Web","complete",,,,,,
"445","clickButton","2019-03-05T17:35:58.821Z","open",,"Web","complete",,,,,,
"445","openFile","2019-03-05T17:36:00.721Z",,,"Excel","complete",,,"Sheet1","data123.xls",,
"445","findValue","2019-03-05T17:36:01.917Z",,"name1146","Excel","complete",,,,,,"true"
"445","clickButton","2019-03-05T17:36:04.123Z","cancel",,"Web","complete",,,,,,
"445","clickButton","2019-03-05T17:36:06.577Z","OK",,"Web","complete",,,,,,
"446","insertValue","2019-03-05T17:36:16.577Z","value1","value1313","Web","complete",,,,,,
"446","insertValue","2019-03-05T17:36:20.828Z","code","26","Web","complete",,,,,,
"446","clickButton","2019-03-05T17:36:29.089Z","B7",,"Web","complete",,,,,,
"446","goToUrl","2019-03-05T17:36:31.620Z",,,"Web","complete",,,,,"www.webpage2.com",
"446","clickButton","2019-03-05T17:36:40.141Z","open",,"Web","complete",,,,,,
"446","copy","2019-03-05T17:36:42.928Z","code","26","Web","complete",,,,,,
"446","paste","2019-03-05T17:36:45.546Z","name","26","Excel","complete","B","1327",,,,
"446","goToUrl","2019-03-05T17:36:48.483Z",,,"Web","complete",,,,,"www.webpage.com",
"446","clickButton","2019-03-05T17:36:56.550Z","OK",,"Web","complete",,,,,,
"447","insertValue","2019-03-05T17:37:06.550Z","value1","value512","Web","complete",,,,,,
"447","insertValue","2019-03-05T17:37:12.667Z","code","26","Web","complete",,,,,,
"447","clickButton","2019-03-05T17:37:15.334Z","B7",,"Web","complete",,,,,,
"447","goToUrl","2019-03-05T17:37:15.734Z",,,"Web","complete",,,,,"www.webpage2.com",
"447","clickButton","2019-03-05T17:37:25.413Z","open",,"Web","complete",,,,,,
"447","openFile","2019-03-05T17:37:28.421Z",,,"Excel","complete",,,"Sheet1","data123.xls",,
"447","findValue","2019-03-05T17:37:31.699Z",,"name54","Excel","complete",,,,,,"false"
"447","goToUrl","2019-03-05T17:37:33.696Z",,,"Web","complete",,,,,"www.webpage.com",
"447","clickButton","2019-03-05T17:37:35.912Z","OK",,"Web","complete",,,,,,
"448","insertValue","2019-03-05T17:37:45.912Z","value1","value477","Web","complete",,,,,,
"448","insertValue","2019-03-05T17:37:58.346Z","code","27","Web","complete",,,,,,
"448","clickButton","2019-03-05T17:38:08.917Z","B6",,"Web","complete",,,,,,
"448","goToUrl","2019-03-05T17:38:11.002Z",,,"Web","complete",,,,,"www.webpage2.com",
"448","clickButton","2019-03-05T17:38:11.002Z","open",,"Web","complete",,,,,,
"448","openFile","2019-03-05T17:38:14.400Z",,,"Excel","complete",,,"Sheet1","data123.xls",,
"448","findValue","2019-03-05T17:38:17.631Z",,"name1537","Excel","complete",,,,,,"true"
"448","clickButton","2019-03-05T17:38:23.629Z","cancel",,"Web","complete",,,,,,
"448","clickButton","2019-03-05T17:38:26.298Z","OK",,"Web","complete",,,,,,
"449","insertValue","2019-03-05T17:38:36.298Z","value1","value1460","Web","complete",,,,,,
"449","insertValue","2019-03-05T17:38:42.900Z","code","28","Web","complete",,,,,,
"449","clickButton","2019-03-05T17:38:55.639Z","B6",,"Web","complete",,,,,,
"449","clickButton","2019-03-05T17:38:57.677Z","open",,"Web","complete",,,,,,
"449","openFile","2019-03-05T17:39:01.645Z",,,"Excel","complete",,,"Sheet1","data123.xls",,
"449","findValue","2019-03-05T17:39:03.998Z",,"name103","Excel","complete",,,,,,"false"
"449","clickButton","2019-03-05T17:39:06.703Z","cancel",,"Web","complete",,,,,,
"449","clickButton","2019-03-05T17:39:10.367Z","OK",,"Web","complete",,,,,,
"450","insertValue","2019-03-05T17:39:20.367Z","value1","value1975","Web","complete",,,,,,
"450","insertValue","2019-03-05T17:39:27.008Z","code","29","Web","complete",,,,,,
"450","clickButton","2019-03-05T17:39:31.692Z","B7",,"Web","complete",,,,,,
"450","clickButton","2019-03-05T17:39:33.061Z","open",,"Web","complete",,,,,,
"450","openFile","2019-03-05T17:39:35.703Z",,,"Excel","complete",,,"Sheet1","data123.xls",,
"450","findValue","2019-03-05T17:39:37.958Z",,"name1246","Excel","complete",,,,,,"true"
"450","clickButton","2019-03-05T17:39:41.246Z","cancel",,"Web","complete",,,,,,
"450","clickButton","2019-03-05T17:39:45.283Z","OK",,"Web","complete",,,,,,
"451","insertValue","2019-03-05T17:39:55.283Z","value1","value1788","Web","complete",,,,,,
"451","insertValue","2019-03-05T17:40:00.787Z","code","21","Web","complete",,,,,,
"451","clickButton","2019-03-05T17:40:14.842Z","B6",,"Web","complete",,,,,,
"451","goToUrl","2019-03-05T17:40:17.358Z",,,"Web","complete",,,,,"www.webpage2.com",
"451","clickButton","2019-03-05T17:40:28.872Z","open",,"Web","complete",,,,,,
"451","copy","2019-03-05T17:40:30.044Z","code","21","Web","complete",,,,,,
"451","paste","2019-03-05T17:40:33.333Z","name","21","Excel","complete","B","1103",,,,
"451","goToUrl","2019-03-05T17:40:36.255Z",,,"Web","complete",,,,,"www.webpage.com",
"451","clickButton","2019-03-05T17:40:41.729Z","OK",,"Web","complete",,,,,,
"452","insertValue","2019-03-05T17:40:51.729Z","value1","value856","Web","complete",,,,,,
"452","insertValue","2019-03-05T17:40:51.729Z","code","37","Web","complete",,,,,,
"452","clickButton","2019-03-05T17:40:57.317Z","B6",,"Web","complete",,,,,,
"452","goToUrl","2019-03-05T17:41:00.120Z",,,"Web","complete",,,,,"www.webpage2.com",
"452","clickButton","2019-03-05T17:41:08.935Z","open",,"Web","complete",,,,,,
"452","openFile","2019-03-05T17:41:12.250Z",,,"Excel","complete",,,"Sheet1","data123.xls",,
"452","copy","2019-03-05T17:41:14.725Z","code","37","Web","complete",,,,,,
"452","paste","2019-03-05T17:41:17.668Z","name","37","Excel","complete","B","1160",,,,
"452","goToUrl","2019-03-05T17:41:21.281Z",,,"Web","complete",,,,,"www.webpage.com",
"452","clickButton","2019-03-05T17:41:35.140Z","OK",,"Web","complete",,,,,,
"453","insertValue","2019-03-05T17:41:45.140Z","value1","value953","Web","complete",,,,,,
"453","insertValue","2019-03-05T17:41:46.966Z","code","48","Web","complete",,,,,,
"453","clickButton","2019-03-05T17:41:54.506Z","B6",,"Web","complete",,,,,,
"453","goToUrl","2019-03-05T17:41:56.710Z",,,"Web","complete",,,,,"www.webpage2.com",
"453","clickButton","2019-03-05T17:42:02.667Z","open",,"Web","complete",,,,,,
"453","copy","2019-03-05T17:42:06.493Z","code","48","Web","complete",,,,,,
"453","paste","2019-03-05T17:42:10.581Z","name","48","Excel","complete","B","1731",,,,
"453","clickButton","2019-03-05T17:42:11.837Z","add",,"Web","complete",,,,,,
"453","clickButton","2019-03-05T17:42:14.589Z","OK",,"Web","complete",,,,,,
"454","insertValue","2019-03-05T17:42:24.589Z","value1","value724","Web","complete",,,,,,
"454","insertValue","2019-03-05T17:42:25.885Z","code","38","Web","complete",,,,,,
"454","clickButton","2019-03-05T17:42:28.299Z","B7",,"Web","complete",,,,,,
"454","clickButton","2019-03-05T17:42:30.247Z","open",,"Web","complete",,,,,,
"454","copy","2019-03-05T17:42:31.932Z","code","38","Web","complete",,,,,,
"454","paste","2019-03-05T17:42:33.835Z","name","38","Excel","complete","B","523",,,,
"454","goToUrl","2019-03-05T17:42:37.376Z",,,"Web","complete",,,,,"www.webpage.com",
"454","clickButton","2019-03-05T17:42:50.871Z","OK",,"Web","complete",,,,,,
"455","insertValue","2019-03-05T17:43:00.871Z","value1","value1760","Web","complete",,,,,,
"455","insertValue","2019-03-05T17:43:04.080Z","code","22","Web","complete",,,,,,
"455","clickButton","2019-03-05T17:43:09.800Z","B6",,"Web","complete",,,,,,
"455","goToUrl","2019-03-05T17:43:13.584Z",,,"Web","complete",,,,,"www.webpage2.com",
"455","clickButton","2019-03-05T17:43:24.738Z","open",,"Web","complete",,,,,,
"455","copy","2019-03-05T17:43:27.744Z","code","22","Web","complete",,,,,,
"455","paste","2019-03-05T17:43:29.379Z","name","22","Excel","complete","B","118",,,,
"455","clickButton","2019-03-05T17:43:33.871Z","cancel",,"Web","complete",,,,,,
"455","clickButton","2019-03-05T17:43:35.718Z","OK",,"Web","complete",,,,,,
"456","insertValue","2019-03-05T17:43:45.718Z","value1","value916","Web","complete",,,,,,
"456","insertValue","2019-03-05T17:43:53.497Z","code","21","Web","complete",,,,,,
"456","clickButton","2019-03-05T17:44:04.503Z","B7",,"Web","complete",,,,,,
"456","goToUrl","2019-03-05T17:44:08.714Z",,,"Web","complete",,,,,"www.webpage2.com",
"456","clickButton","2019-03-05T17:44:15.581Z","open",,"Web","complete",,,,,,
"456","copy","2019-03-05T17:44:18.157Z","code","21","Web","complete",,,,,,
"456","paste","2019-03-05T17:44:20.607Z","name","21","Excel","complete","B","1135",,,,
"456","goToUrl","2019-03-05T17:44:22.874Z",,,"Web","complete",,,,,"www.webpage.com",
"456","clickButton","2019-03-05T17:44:39.270Z","OK",,"Web","complete",,,,,,
"457","insertValue","2019-03-05T17:44:49.270Z","value1","value1643","Web","complete",,,,,,
"457","insertValue","2019-03-05T17:44:58.499Z","code","18","Web","complete",,,,,,
"457","clickButton","2019-03-05T17:45:08.871Z","B7",,"Web","complete",,,,,,
"457","clickButton","2019-03-05T17:45:11.926Z","open",,"Web","complete",,,,,,
"457","copy","2019-03-05T17:45:14.655Z","code","18","Web","complete",,,,,,
"457","paste","2019-03-05T17:45:18.052Z","name","18","Excel","complete","B","1117",,,,
"457","clickButton","2019-03-05T17:45:22.450Z","cancel",,"Web","complete",,,,,,
"457","clickButton","2019-03-05T17:45:26.011Z","OK",,"Web","complete",,,,,,
"458","insertValue","2019-03-05T17:45:36.011Z","value1","value1029","Web","complete",,,,,,
"458","insertValue","2019-03-05T17:45:41.886Z","code","29","Web","complete",,,,,,
"458","clickButton","2019-03-05T17:45:43.147Z","B7",,"Web","complete",,,,,,
"458","clickButton","2019-03-05T17:45:45.981Z","open",,"Web","complete",,,,,,
"458","openFile","2019-03-05T17:45:49.362Z",,,"Excel","complete",,,"Sheet1","data123.xls",,
"458","findValue","2019-03-05T17:45:53.022Z",,"name1194","Excel","complete",,,,,,"false"
"458","goToUrl","2019-03-05T17:45:56.365Z",,,"Web","complete",,,,,"www.webpage.com",
"458","clickButton","2019-03-05T17:46:02.360Z","OK",,"Web","complete",,,,,,
"459","insertValue","2019-03-05T17:46:12.360Z","value1","value500","Web","complete",,,,,,
"459","insertValue","2019-03-05T17:46:13.305Z","code","21","Web","complete",,,,,,
"459","clickButton","2019-03-05T17:46:25.366Z","B6",,"Web","complete",,,,,,
"459","goToUrl","2019-03-05T17:46:29.136Z",,,"Web","complete",,,,,"www.webpage2.com",
"459","clickButton","2019-03-05T17:46:37.166Z","open",,"Web","complete",,,,,,
"459","openFile","2019-03-05T17:46:38.904Z",,,"Excel","complete",,,"Sheet1","data123.xls",,
"459","findValue","2019-03-05T17:46:42.999Z",,"name656","Excel","complete",,,,,,"false"
"459","clickButton","2019-03-05T17:46:46.515Z","cancel",,"Web","complete",,,,,,
"459","clickButton","2019-03-05T17:46:51.393Z","OK",,"Web","complete",,,,,,
"460","insertValue","2019-03-05T17:47:01.393Z","value1","value379","Web","complete",,,,,,
"460","insertValue","2019-03-05T17:47:08.976Z","code","28","Web","complete",,,,,,
"460","clickButton","2019-03-05T17:47:19.623Z","B6",,"Web","complete",,,,,,
"460","clickButton","2019-03-05T17:47:23.841Z","open",,"Web","complete",,,,,,
"460","openFile","2019-03-05T17:47:27.820Z",,,"Excel","complete",,,"Sheet1","data123.xls",,
"460","copy","2019-03-05T17:47:29.841Z","code","28","Web","complete",,,,,,
"460","paste","2019-03-05T17:47:33.515Z","name","28","Excel","complete","B","1093",,,,
"460","clickButton","2019-03-05T17:47:35.526Z","add",,"Web","complete",,,,,,
"460","clickButton","2019-03-05T17:47:40.206Z","OK",,"Web","complete",,,,,,
"461","insertValue","2019-03-05T17:47:50.206Z","value1","value1955","Web","complete",,,,,,
"461","insertValue","2019-03-05T17:47:55.454Z","code","27","Web","complete",,,,,,
"461","clickButton","2019-03-05T17:48:06.522Z","B6",,"Web","complete",,,,,,
"461","goToUrl","2019-03-05T17:48:10.147Z",,,"Web","complete",,,,,"www.webpage2.com",
"461","clickButton","2019-03-05T17:48:10.147Z","open",,"Web","complete",,,,,,
"461","openFile","2019-03-05T17:48:13.791Z",,,"Excel","complete",,,"Sheet1","data123.xls",,
"461","copy","2019-03-05T17:48:16.854Z","code","27","Web","complete",,,,,,
"461","paste","2019-03-05T17:48:20.943Z","name","27","Excel","complete","B","187",,,,
"461","clickButton","2019-03-05T17:48:23.024Z","add",,"Web","complete",,,,,,
"461","clickButton","2019-03-05T17:48:26.265Z","OK",,"Web","complete",,,,,,
"462","insertValue","2019-03-05T17:48:36.265Z","value1","value922","Web","complete",,,,,,
"462","insertValue","2019-03-05T17:48:42.723Z","code","50","Web","complete",,,,,,
"462","clickButton","2019-03-05T17:48:50.549Z","B6",,"Web","complete",,,,,,
"462","goToUrl","2019-03-05T17:48:55.056Z",,,"Web","complete",,,,,"www.webpage2.com",
"462","clickButton","2019-03-05T17:49:00.244Z","open",,"Web","complete",,,,,,
"462","openFile","2019-03-05T17:49:03.858Z",,,"Excel","complete",,,"Sheet1","data123.xls",,
"462","findValue","2019-03-05T17:49:08.917Z",,"name149","Excel","complete",,,,,,"false"
"462","clickButton","2019-03-05T17:49:13.103Z","cancel",,"Web","complete",,,,,,
"462","clickButton","2019-03-05T17:49:18.361Z","OK",,"Web","complete",,,,,,
"463","insertValue","2019-03-05T17:49:28.361Z","value1","value548","Web","complete",,,,,,
"463","insertValue","2019-03-05T17:49:44.947Z","code","21","Web","complete",,,,,,
"463","clickButton","2019-03-05T17:49:54.134Z","B6",,"Web","complete",,,,,,
"463","goToUrl","2019-03-05T17:49:58.264Z",,,"Web","complete",,,,,"www.webpage2.com",
"463","clickButton","2019-03-05T17:50:08.328Z","open",,"Web","complete",,,,,,
"463","copy","2019-03-05T17:50:12.088Z","code","21","Web","complete",,,,,,
"463","paste","2019-03-05T17:50:14.713Z","name","21","Excel","complete","B","1802",,,,
"463","goToUrl","2019-03-05T17:50:20.385Z",,,"Web","complete",,,,,"www.webpage.com",
"463","clickButton","2019-03-05T17:50:28.484Z","OK",,"Web","complete",,,,,,
"464","insertValue","2019-03-05T17:50:38.484Z","value1","value358","Web","complete",,,,,,
"464","insertValue","2019-03-05T17:50:51.380Z","code","22","Web","complete",,,,,,
"464","clickButton","2019-03-05T17:50:58.355Z","B7",,"Web","complete",,,,,,
"464","clickButton","2019-03-05T17:51:00.287Z","open",,"Web","complete",,,,,,
"464","copy","2019-03-05T17:51:03.160Z","code","22","Web","complete",,,,,,
"464","paste","2019-03-05T17:51:05.981Z","name","22","Excel","complete","B","1760",,,,
"464","clickButton","2019-03-05T17:51:08.473Z","cancel",,"Web","complete",,,,,,
"464","clickButton","2019-03-05T17:51:10.344Z","OK",,"Web","complete",,,,,,
"465","insertValue","2019-03-05T17:51:20.344Z","value1","value1819","Web","complete",,,,,,
"465","insertValue","2019-03-05T17:51:30.510Z","code","39","Web","complete",,,,,,
"465","clickButton","2019-03-05T17:51:38.653Z","B6",,"Web","complete",,,,,,
"465","goToUrl","2019-03-05T17:51:42.028Z",,,"Web","complete",,,,,"www.webpage2.com",
"465","clickButton","2019-03-05T17:51:53.136Z","open",,"Web","complete",,,,,,
"465","copy","2019-03-05T17:51:57.937Z","code","39","Web","complete",,,,,,
"465","paste","2019-03-05T17:52:00.334Z","name","39","Excel","complete","B","1447",,,,
"465","clickButton","2019-03-05T17:52:03.678Z","add",,"Web","complete",,,,,,
"465","clickButton","2019-03-05T17:52:06.524Z","OK",,"Web","complete",,,,,,
"466","insertValue","2019-03-05T17:52:16.524Z","value1","value78","Web","complete",,,,,,
"466","insertValue","2019-03-05T17:52:18.304Z","code","28","Web","complete",,,,,,
"466","clickButton","2019-03-05T17:52:22.945Z","B6",,"Web","complete",,,,,,
"466","goToUrl","2019-03-05T17:52:26.910Z",,,"Web","complete",,,,,"www.webpage2.com",
"466","clickButton","2019-03-05T17:52:36.976Z","open",,"Web","complete",,,,,,
"466","openFile","2019-03-05T17:52:40.499Z",,,"Excel","complete",,,"Sheet1","data123.xls",,
"466","findValue","2019-03-05T17:52:43.961Z",,"name160","Excel","complete",,,,,,"false"
"466","clickButton","2019-03-05T17:52:46.557Z","cancel",,"Web","complete",,,,,,
"466","clickButton","2019-03-05T17:52:50.259Z","OK",,"Web","complete",,,,,,
"467","insertValue","2019-03-05T17:53:00.259Z","value1","value91","Web","complete",,,,,,
"467","insertValue","2019-03-05T17:53:08.974Z","code","22","Web","complete",,,,,,
"467","clickButton","2019-03-05T17:53:17.444Z","B6",,"Web","complete",,,,,,
"467","goToUrl","2019-03-05T17:53:20.182Z",,,"Web","complete",,,,,"www.webpage2.com",
"467","clickButton","2019-03-05T17:53:31.166Z","open",,"Web","complete",,,,,,
"467","openFile","2019-03-05T17:53:34.433Z",,,"Excel","complete",,,"Sheet1","data123.xls",,
"467","findValue","2019-03-05T17:53:37.594Z",,"name1423","Excel","complete",,,,,,"false"
"467","clickButton","2019-03-05T17:53:41.784Z","cancel",,"Web","complete",,,,,,
"467","clickButton","2019-03-05T17:53:45.787Z","OK",,"Web","complete",,,,,,
"468","insertValue","2019-03-05T17:53:55.787Z","value1","value564","Web","complete",,,,,,
"468","insertValue","2019-03-05T17:54:07.444Z","code","28","Web","complete",,,,,,
"468","clickButton","2019-03-05T17:54:18.981Z","B7",,"Web","complete",,,,,,
"468","goToUrl","2019-03-05T17:54:22.989Z",,,"Web","complete",,,,,"www.webpage2.com",
"468","clickButton","2019-03-05T17:54:34.537Z","open",,"Web","complete",,,,,,
"468","openFile","2019-03-05T17:54:38.031Z",,,"Excel","complete",,,"Sheet1","data123.xls",,
"468","copy","2019-03-05T17:54:40.921Z","code","28","Web","complete",,,,,,
"468","paste","2019-03-05T17:54:44.127Z","name","28","Excel","complete","B","1364",,,,
"468","clickButton","2019-03-05T17:54:47.601Z","add",,"Web","complete",,,,,,
"468","clickButton","2019-03-05T17:54:49.045Z","OK",,"Web","complete",,,,,,
"469","insertValue","2019-03-05T17:54:59.045Z","value1","value889","Web","complete",,,,,,
"469","insertValue","2019-03-05T17:55:06.663Z","code","27","Web","complete",,,,,,
"469","clickButton","2019-03-05T17:55:14.169Z","B7",,"Web","complete",,,,,,
"469","clickButton","2019-03-05T17:55:15.981Z","open",,"Web","complete",,,,,,
"469","openFile","2019-03-05T17:55:20.072Z",,,"Excel","complete",,,"Sheet1","data123.xls",,
"469","copy","2019-03-05T17:55:24.886Z","code","27","Web","complete",,,,,,
"469","paste","2019-03-05T17:55:26.855Z","name","27","Excel","complete","B","1362",,,,
"469","clickButton","2019-03-05T17:55:29.203Z","add",,"Web","complete",,,,,,
"469","clickButton","2019-03-05T17:55:30.875Z","OK",,"Web","complete",,,,,,
"470","insertValue","2019-03-05T17:55:40.875Z","value1","value842","Web","complete",,,,,,
"470","insertValue","2019-03-05T17:55:51.672Z","code","19","Web","complete",,,,,,
"470","clickButton","2019-03-05T17:55:56.555Z","B7",,"Web","complete",,,,,,
"470","goToUrl","2019-03-05T17:55:59.474Z",,,"Web","complete",,,,,"www.webpage2.com",
"470","clickButton","2019-03-05T17:56:07.601Z","open",,"Web","complete",,,,,,
"470","openFile","2019-03-05T17:56:10.044Z",,,"Excel","complete",,,"Sheet1","data123.xls",,
"470","findValue","2019-03-05T17:56:11.421Z",,"name1289","Excel","complete",,,,,,"false"
"470","clickButton","2019-03-05T17:56:14.212Z","cancel",,"Web","complete",,,,,,
"470","clickButton","2019-03-05T17:56:16.193Z","OK",,"Web","complete",,,,,,
"471","insertValue","2019-03-05T17:56:26.193Z","value1","value769","Web","complete",,,,,,
"471","insertValue","2019-03-05T17:56:37.116Z","code","21","Web","complete",,,,,,
"471","clickButton","2019-03-05T17:56:39.847Z","B7",,"Web","complete",,,,,,
"471","clickButton","2019-03-05T17:56:42.001Z","open",,"Web","complete",,,,,,
"471","copy","2019-03-05T17:56:44.545Z","code","21","Web","complete",,,,,,
"471","paste","2019-03-05T17:56:47.691Z","name","21","Excel","complete","B","554",,,,
"471","clickButton","2019-03-05T17:56:50.537Z","add",,"Web","complete",,,,,,
"471","clickButton","2019-03-05T17:56:52.986Z","OK",,"Web","complete",,,,,,
"472","insertValue","2019-03-05T17:57:02.986Z","value1","value1493","Web","complete",,,,,,
"472","insertValue","2019-03-05T17:57:02.986Z","code","26","Web","complete",,,,,,
"472","clickButton","2019-03-05T17:57:14.112Z","B6",,"Web","complete",,,,,,
"472","goToUrl","2019-03-05T17:57:18.240Z",,,"Web","complete",,,,,"www.webpage2.com",
"472","clickButton","2019-03-05T17:57:21.139Z","open",,"Web","complete",,,,,,
"472","openFile","2019-03-05T17:57:23.929Z",,,"Excel","complete",,,"Sheet1","data123.xls",,
"472","findValue","2019-03-05T17:57:25.858Z",,"name660","Excel","complete",,,,,,"false"
"472","clickButton","2019-03-05T17:57:30.268Z","cancel",,"Web","complete",,,,,,
"472","clickButton","2019-03-05T17:57:33.332Z","OK",,"Web","complete",,,,,,
"473","insertValue","2019-03-05T17:57:43.332Z","value1","value1588","Web","complete",,,,,,
"473","insertValue","2019-03-05T17:57:52.721Z","code","28","Web","complete",,,,,,
"473","clickButton","2019-03-05T17:58:04.874Z","B7",,"Web","complete",,,,,,
"473","clickButton","2019-03-05T17:58:10.311Z","open",,"Web","complete",,,,,,
"473","copy","2019-03-05T17:58:12.397Z","code","28","Web","complete",,,,,,
"473","paste","2019-03-05T17:58:15.222Z","name","28","Excel","complete","B","657",,,,
"473","clickButton","2019-03-05T17:58:17.112Z","add",,"Web","complete",,,,,,
"473","clickButton","2019-03-05T17:58:20.221Z","OK",,"Web","complete",,,,,,
"474","insertValue","2019-03-05T17:58:30.221Z","value1","value1953","Web","complete",,,,,,
"474","insertValue","2019-03-05T17:58:42.872Z","code","22","Web","complete",,,,,,
"474","clickButton","2019-03-05T17:58:42.872Z","B6",,"Web","complete",,,,,,
"474","clickButton","2019-03-05T17:58:47.754Z","open",,"Web","complete",,,,,,
"474","openFile","2019-03-05T17:58:49.581Z",,,"Excel","complete",,,"Sheet1","data123.xls",,
"474","copy","2019-03-05T17:58:54.280Z","code","22","Web","complete",,,,,,
"474","paste","2019-03-05T17:58:55.762Z","name","22","Excel","complete","B","1993",,,,
"474","goToUrl","2019-03-05T17:58:58.462Z",,,"Web","complete",,,,,"www.webpage.com",
"474","clickButton","2019-03-05T17:59:14.905Z","OK",,"Web","complete",,,,,,
"475","insertValue","2019-03-05T17:59:24.905Z","value1","value1360","Web","complete",,,,,,
"475","insertValue","2019-03-05T17:59:33.305Z","code","22","Web","complete",,,,,,
"475","clickButton","2019-03-05T17:59:43.342Z","B7",,"Web","complete",,,,,,
"475","goToUrl","2019-03-05T17:59:47.609Z",,,"Web","complete",,,,,"www.webpage2.com",
"475","clickButton","2019-03-05T17:59:53.125Z","open",,"Web","complete",,,,,,
"475","openFile","2019-03-05T17:59:56.129Z",,,"Excel","complete",,,"Sheet1","data123.xls",,
"475","findValue","2019-03-05T18:00:02.383Z",,"name779","Excel","complete",,,,,,"true"
"475","clickButton","2019-03-05T18:00:03.360Z","cancel",,"Web","complete",,,,,,
"475","clickButton","2019-03-05T18:00:05.691Z","OK",,"Web","complete",,,,,,
"476","insertValue","2019-03-05T18:00:15.691Z","value1","value184","Web","complete",,,,,,
"476","insertValue","2019-03-05T18:00:26.675Z","code","29","Web","complete",,,,,,
"476","clickButton","2019-03-05T18:00:33.697Z","B6",,"Web","complete",,,,,,
"476","goToUrl","2019-03-05T18:00:35.973Z",,,"Web","complete",,,,,"www.webpage2.com",
"476","clickButton","2019-03-05T18:00:35.973Z","open",,"Web","complete",,,,,,
"476","copy","2019-03-05T18:00:40.157Z","code","29","Web","complete",,,,,,
"476","paste","2019-03-05T18:00:41.511Z","name","29","Excel","complete","B","859",,,,
"476","goToUrl","2019-03-05T18:00:44.630Z",,,"Web","complete",,,,,"www.webpage.com",
"476","clickButton","2019-03-05T18:00:55.449Z","OK",,"Web","complete",,,,,,
"477","insertValue","2019-03-05T18:01:05.449Z","value1","value708","Web","complete",,,,,,
"477","insertValue","2019-03-05T18:01:15.834Z","code","24","Web","complete",,,,,,
"477","clickButton","2019-03-05T18:01:18.983Z","B6",,"Web","complete",,,,,,
"477","clickButton","2019-03-05T18:01:20.020Z","open",,"Web","complete",,,,,,
"477","openFile","2019-03-05T18:01:23.071Z",,,"Excel","complete",,,"Sheet1","data123.xls",,
"477","copy","2019-03-05T18:01:25.250Z","code","24","Web","complete",,,,,,
"477","paste","2019-03-05T18:01:28.171Z","name","24","Excel","complete","B","11",,,,
"477","clickButton","2019-03-05T18:01:31.954Z","cancel",,"Web","complete",,,,,,
"477","clickButton","2019-03-05T18:01:35.046Z","OK",,"Web","complete",,,,,,
"478","insertValue","2019-03-05T18:01:45.046Z","value1","value70","Web","complete",,,,,,
"478","insertValue","2019-03-05T18:01:49.544Z","code","19","Web","complete",,,,,,
"478","clickButton","2019-03-05T18:01:57.243Z","B6",,"Web","complete",,,,,,
"478","clickButton","2019-03-05T18:02:01.700Z","open",,"Web","complete",,,,,,
"478","copy","2019-03-05T18:02:05.355Z","code","19","Web","complete",,,,,,
"478","paste","2019-03-05T18:02:07.206Z","name","19","Excel","complete","B","11",,,,
"478","clickButton","2019-03-05T18:02:10.009Z","cancel",,"Web","complete",,,,,,
