"caseID","eventType","timeStamp","Label","Value","source","lifecycle:transition","Key","ref","Sheet","FileName","Column","Row","Url","FilePath","FileExtension","NameFile","Found"
"770","clickButton","2019-03-08T06:17:35.647Z","cancel",,"Web","complete",,,,,,,,,,,
"770","clickButton","2019-03-08T06:17:38.429Z","OK",,"Web","complete",,,,,,,,,,,
"770","clickButton","2019-03-08T06:17:46.061Z","OK",,"Web","complete",,,,,,,,,,,
"771","insertValue","2019-03-08T06:17:56.061Z","name","name2757","Web","complete",,,,,,,,,,,
"771","insertValue","2019-03-08T06:17:56.061Z","surname","surname2757","Web","complete",,,,,,,,,,,
"771","insertValue","2019-03-08T06:18:01.652Z","age","age19","Web","complete",,,,,,,,,,,
"771","insertValue","2019-03-08T06:18:12.643Z","type","T3","Web","complete",,,,,,,,,,,
"771","clickButton","2019-03-08T06:18:26.525Z","confirm",,"Web","complete",,,,,,,,,,,
"771","clickButton","2019-03-08T06:18:31.450Z","B4",,"Web","complete",,,,,,,,,,,
"771","clickButton","2019-03-08T06:18:35.764Z","Clients",,"Web","complete",,,,,,,,,,,
"771","insertValue","2019-03-08T06:18:40.170Z","clientID","ID2757","Web","complete",,,,,,,,,,,
"771","pressKey","2019-03-08T06:18:49.047Z",,,"Web","complete","enter",,,,,,,,,,
"771","clickButton","2019-03-08T06:18:53.708Z","update",,"Web","complete",,"ID2757",,,,,,,,,
"771","insertValue","2019-03-08T06:18:56.286Z","address","addA3020addB574","Web","complete",,,,,,,,,,,
"771","insertValue","2019-03-08T06:19:10.943Z","country","Country156","Web","complete",,,,,,,,,,,
"771","clickButton","2019-03-08T06:19:12.670Z","UnbindFile",,"Web","complete",,,,,,,,,,,
"771","clickButton","2019-03-08T06:19:16.233Z","OK",,"Web","complete",,,,,,,,,,,
"771","clickButton","2019-03-08T06:19:18.860Z","Confirm",,"Web","complete",,,,,,,,,,,
"771","clickButton","2019-03-08T06:19:21.301Z","OK",,"Web","complete",,,,,,,,,,,
"772","insertValue","2019-03-08T06:19:31.301Z","name","name3933","Web","complete",,,,,,,,,,,
"772","insertValue","2019-03-08T06:19:47.447Z","surname","surname3933","Web","complete",,,,,,,,,,,
"772","insertValue","2019-03-08T06:20:02.097Z","age","age24","Web","complete",,,,,,,,,,,
"772","insertValue","2019-03-08T06:20:12.287Z","type","T4","Web","complete",,,,,,,,,,,
"772","clickButton","2019-03-08T06:20:23.472Z","confirm",,"Web","complete",,,,,,,,,,,
"772","clickButton","2019-03-08T06:20:26.695Z","B5",,"Web","complete",,,,,,,,,,,
"772","insertBoolValue","2019-03-08T06:20:30.545Z","Australian","true","Web","complete",,,,,,,,,,,
"772","clickButton","2019-03-08T06:20:39.762Z","Button6",,"Web","complete",,,,,,,,,,,
"772","openFile","2019-03-08T06:20:40.165Z",,,"Excel","complete",,,"Sheet1","data.xls",,,,,,,
"772","copy","2019-03-08T06:20:43.840Z",,"value965","Excel","complete",,,,,"B","74",,,,,
"772","paste","2019-03-08T06:20:48.604Z","Special code","value965","Web","complete",,,,,,,,,,,
"772","paste","2019-03-08T06:20:51.107Z","Country","Australia","Web","complete",,,,,,,,,,,
"772","goToUrl","2019-03-08T06:20:54.706Z",,,"Web","complete",,,,,,,"www.webpage.com",,,,
"772","clickButton","2019-03-08T06:21:04.606Z","Button9",,"Web","complete",,,,,,,,,,,
"772","clickButton","2019-03-08T06:21:07.003Z","OK",,"Web","complete",,,,,,,,,,,
"773","insertValue","2019-03-08T06:21:17.003Z","name","name2105","Web","complete",,,,,,,,,,,
"773","insertValue","2019-03-08T06:21:32.525Z","surname","surname2105","Web","complete",,,,,,,,,,,
"773","insertValue","2019-03-08T06:21:38.755Z","age","age22","Web","complete",,,,,,,,,,,
"773","insertValue","2019-03-08T06:21:44.173Z","type","T3","Web","complete",,,,,,,,,,,
"773","clickButton","2019-03-08T06:21:56.260Z","confirm",,"Web","complete",,,,,,,,,,,
"773","clickButton","2019-03-08T06:21:58.322Z","B4",,"Web","complete",,,,,,,,,,,
"773","clickButton","2019-03-08T06:21:59.459Z","Clients",,"Web","complete",,,,,,,,,,,
"773","insertValue","2019-03-08T06:22:02.025Z","clientID","ID2105","Web","complete",,,,,,,,,,,
"773","pressKey","2019-03-08T06:22:12.104Z",,,"Web","complete","enter",,,,,,,,,,
"773","clickButton","2019-03-08T06:22:16.300Z","update",,"Web","complete",,"ID2105",,,,,,,,,
"773","insertValue","2019-03-08T06:22:17.448Z","address","addA1096addB888","Web","complete",,,,,,,,,,,
"773","insertValue","2019-03-08T06:22:24.939Z","country","Country13","Web","complete",,,,,,,,,,,
"773","clickButton","2019-03-08T06:22:24.939Z","UnbindFile",,"Web","complete",,,,,,,,,,,
"773","clickButton","2019-03-08T06:22:27.477Z","OK",,"Web","complete",,,,,,,,,,,
"773","clickButton","2019-03-08T06:22:31.478Z","Confirm",,"Web","complete",,,,,,,,,,,
"773","clickButton","2019-03-08T06:22:34.641Z","OK",,"Web","complete",,,,,,,,,,,
"774","insertValue","2019-03-08T06:22:44.641Z","name","name1990","Web","complete",,,,,,,,,,,
"774","insertValue","2019-03-08T06:22:56.000Z","surname","surname1990","Web","complete",,,,,,,,,,,
"774","insertValue","2019-03-08T06:22:56.000Z","age","age20","Web","complete",,,,,,,,,,,
"774","insertValue","2019-03-08T06:22:57.937Z","type","T4","Web","complete",,,,,,,,,,,
"774","clickButton","2019-03-08T06:23:05.038Z","confirm",,"Web","complete",,,,,,,,,,,
"774","clickButton","2019-03-08T06:23:08.642Z","B5",,"Web","complete",,,,,,,,,,,
"774","insertBoolValue","2019-03-08T06:23:12.748Z","Australian","false","Web","complete",,,,,,,,,,,
"774","clickButton","2019-03-08T06:23:18.835Z","Button6",,"Web","complete",,,,,,,,,,,
"774","openFile","2019-03-08T06:23:21.422Z",,,"Excel","complete",,,"Sheet1","data.xls",,,,,,,
"774","copy","2019-03-08T06:23:32.036Z",,"value961","Excel","complete",,,,,"B","87",,,,,
"774","paste","2019-03-08T06:23:36.118Z","Special code","value961","Web","complete",,,,,,,,,,,
"774","paste","2019-03-08T06:23:37.451Z","Country","Other","Web","complete",,,,,,,,,,,
"774","clickButton","2019-03-08T06:23:40.168Z","Button9",,"Web","complete",,,,,,,,,,,
"774","goToUrl","2019-03-08T06:23:42.831Z",,,"Web","complete",,,,,,,"www.webpage2.com",,,,
"774","clickButton","2019-03-08T06:23:50.321Z","OK",,"Web","complete",,,,,,,,,,,
"775","insertValue","2019-03-08T06:24:00.321Z","name","name185","Web","complete",,,,,,,,,,,
"775","insertValue","2019-03-08T06:24:08.177Z","surname","surname185","Web","complete",,,,,,,,,,,
"775","insertValue","2019-03-08T06:24:18.887Z","age","age20","Web","complete",,,,,,,,,,,
"775","insertValue","2019-03-08T06:24:31.752Z","type","T3","Web","complete",,,,,,,,,,,
"775","clickButton","2019-03-08T06:24:38.948Z","confirm",,"Web","complete",,,,,,,,,,,
"775","clickButton","2019-03-08T06:24:42.059Z","B4",,"Web","complete",,,,,,,,,,,
"775","clickButton","2019-03-08T06:24:43.262Z","Clients",,"Web","complete",,,,,,,,,,,
"775","insertValue","2019-03-08T06:24:47.734Z","clientID","ID185","Web","complete",,,,,,,,,,,
"775","pressKey","2019-03-08T06:25:01.824Z",,,"Web","complete","enter",,,,,,,,,,
"775","clickButton","2019-03-08T06:25:04.076Z","update",,"Web","complete",,"ID185",,,,,,,,,
"775","insertValue","2019-03-08T06:25:08.291Z","address","addA40addB2558","Web","complete",,,,,,,,,,,
"775","insertValue","2019-03-08T06:25:08.360Z","country","Australia","Web","complete",,,,,,,,,,,
"775","openFile","2019-03-08T06:25:26.006Z",,,"Excel","complete",,,,,,,,"C:/Customers/Australia/","xls","ID185",
"775","copy","2019-03-08T06:25:38.176Z","address","addB2558","Web","complete",,,,,,,,,,,
"775","paste","2019-03-08T06:25:52.707Z",,"addB2558","Excel","complete",,,,,"A","5",,,,,
"775","saveFile","2019-03-08T06:25:55.462Z","save",,"Excel","complete",,,,,,,,,,,
"775","clickButton","2019-03-08T06:25:59.959Z","ConfirmWithFile",,"Web","complete",,,,,,,,,,,
"775","clickButton","2019-03-08T06:26:03.019Z","OK",,"Web","complete",,,,,,,,,,,
"776","insertValue","2019-03-08T06:26:13.019Z","name","name2275","Web","complete",,,,,,,,,,,
"776","insertValue","2019-03-08T06:26:15.645Z","surname","surname2275","Web","complete",,,,,,,,,,,
"776","insertValue","2019-03-08T06:26:16.728Z","age","age20","Web","complete",,,,,,,,,,,
"776","insertValue","2019-03-08T06:26:22.150Z","type","T3","Web","complete",,,,,,,,,,,
"776","clickButton","2019-03-08T06:26:22.150Z","confirm",,"Web","complete",,,,,,,,,,,
"776","clickButton","2019-03-08T06:26:23.327Z","B4",,"Web","complete",,,,,,,,,,,
"776","clickButton","2019-03-08T06:26:26.425Z","Clients",,"Web","complete",,,,,,,,,,,
"776","insertValue","2019-03-08T06:26:28.627Z","clientID","ID2275","Web","complete",,,,,,,,,,,
"776","pressKey","2019-03-08T06:26:28.627Z",,,"Web","complete","enter",,,,,,,,,,
"776","clickButton","2019-03-08T06:26:31.842Z","update",,"Web","complete",,"ID2275",,,,,,,,,
"776","insertValue","2019-03-08T06:26:36.264Z","address","addA3350addB3468","Web","complete",,,,,,,,,,,
"776","insertValue","2019-03-08T06:26:49.185Z","country","Australia","Web","complete",,,,,,,,,,,
"776","openFile","2019-03-08T06:26:58.927Z",,,"Excel","complete",,,,,,,,"C:/Customers/Australia/","xls","ID2275",
"776","copy","2019-03-08T06:27:21.109Z","address","addB3468","Web","complete",,,,,,,,,,,
"776","paste","2019-03-08T06:27:28.390Z",,"addB3468","Excel","complete",,,,,"A","5",,,,,
"776","saveFile","2019-03-08T06:27:29.944Z","save",,"Excel","complete",,,,,,,,,,,
"776","clickButton","2019-03-08T06:27:33.096Z","ConfirmWithFile",,"Web","complete",,,,,,,,,,,
"776","clickButton","2019-03-08T06:27:35.966Z","OK",,"Web","complete",,,,,,,,,,,
"777","insertValue","2019-03-08T06:27:45.966Z","name","name552","Web","complete",,,,,,,,,,,
"777","insertValue","2019-03-08T06:27:56.747Z","surname","surname552","Web","complete",,,,,,,,,,,
"777","insertValue","2019-03-08T06:28:03.165Z","age","age25","Web","complete",,,,,,,,,,,
"777","insertValue","2019-03-08T06:28:15.161Z","type","T2","Web","complete",,,,,,,,,,,
"777","clickButton","2019-03-08T06:28:15.601Z","confirm",,"Web","complete",,,,,,,,,,,
"777","clickButton","2019-03-08T06:28:16.424Z","B3",,"Web","complete",,,,,,,,,,,
"777","clickButton","2019-03-08T06:28:20.148Z","Button6",,"Web","complete",,,,,,,,,,,
"777","openFile","2019-03-08T06:28:23.738Z",,,"Excel","complete",,,"Sheet1","data.xls",,,,,,,
"777","copy","2019-03-08T06:28:37.596Z",,"value849","Excel","complete",,,,,"A","41",,,,,
"777","paste","2019-03-08T06:28:40.624Z","Special code","value849","Web","complete",,,,,,,,,,,
"777","clickButton","2019-03-08T06:28:42.833Z","OK",,"Web","complete",,,,,,,,,,,
"778","insertValue","2019-03-08T06:28:52.833Z","name","name2810","Web","complete",,,,,,,,,,,
"778","insertValue","2019-03-08T06:29:02.417Z","surname","surname2810","Web","complete",,,,,,,,,,,
"778","insertValue","2019-03-08T06:29:06.669Z","age","age42","Web","complete",,,,,,,,,,,
"778","insertValue","2019-03-08T06:29:23.898Z","type","T4","Web","complete",,,,,,,,,,,
"778","clickButton","2019-03-08T06:29:35.061Z","confirm",,"Web","complete",,,,,,,,,,,
"778","clickButton","2019-03-08T06:29:39.998Z","B5",,"Web","complete",,,,,,,,,,,
"778","insertBoolValue","2019-03-08T06:29:41.791Z","Australian","false","Web","complete",,,,,,,,,,,
"778","clickButton","2019-03-08T06:29:56.632Z","Button6",,"Web","complete",,,,,,,,,,,
"778","openFile","2019-03-08T06:30:00.649Z",,,"Excel","complete",,,"Sheet1","data.xls",,,,,,,
"778","copy","2019-03-08T06:30:07.889Z",,"value757","Excel","complete",,,,,"B","5",,,,,
"778","paste","2019-03-08T06:30:10.138Z","Special code","value757","Web","complete",,,,,,,,,,,
"778","paste","2019-03-08T06:30:13.051Z","Country","Other","Web","complete",,,,,,,,,,,
"778","clickButton","2019-03-08T06:30:15.475Z","Button9",,"Web","complete",,,,,,,,,,,
"778","goToUrl","2019-03-08T06:30:17.253Z",,,"Web","complete",,,,,,,"www.webpage2.com",,,,
"778","clickButton","2019-03-08T06:30:28.373Z","OK",,"Web","complete",,,,,,,,,,,
"779","insertValue","2019-03-08T06:30:38.373Z","name","name3355","Web","complete",,,,,,,,,,,
"779","insertValue","2019-03-08T06:30:52.096Z","surname","surname3355","Web","complete",,,,,,,,,,,
"779","insertValue","2019-03-08T06:30:56.955Z","age","age25","Web","complete",,,,,,,,,,,
"779","insertValue","2019-03-08T06:31:01.663Z","type","T4","Web","complete",,,,,,,,,,,
"779","clickButton","2019-03-08T06:31:03.272Z","confirm",,"Web","complete",,,,,,,,,,,
"779","clickButton","2019-03-08T06:31:05.447Z","B5",,"Web","complete",,,,,,,,,,,
"779","insertBoolValue","2019-03-08T06:31:07.450Z","Australian","true","Web","complete",,,,,,,,,,,
"779","clickButton","2019-03-08T06:31:19.383Z","Button6",,"Web","complete",,,,,,,,,,,
"779","openFile","2019-03-08T06:31:23.516Z",,,"Excel","complete",,,"Sheet1","data.xls",,,,,,,
"779","copy","2019-03-08T06:31:40.337Z",,"value213","Excel","complete",,,,,"B","89",,,,,
"779","paste","2019-03-08T06:31:42.811Z","Special code","value213","Web","complete",,,,,,,,,,,
"779","paste","2019-03-08T06:31:45.184Z","Country","Australia","Web","complete",,,,,,,,,,,
"779","goToUrl","2019-03-08T06:31:46.853Z",,,"Web","complete",,,,,,,"www.webpage.com",,,,
"779","clickButton","2019-03-08T06:31:58.584Z","Button9",,"Web","complete",,,,,,,,,,,
"779","clickButton","2019-03-08T06:32:02.183Z","OK",,"Web","complete",,,,,,,,,,,
"780","insertValue","2019-03-08T06:32:12.183Z","name","name46","Web","complete",,,,,,,,,,,
"780","insertValue","2019-03-08T06:32:22.509Z","surname","surname46","Web","complete",,,,,,,,,,,
"780","insertValue","2019-03-08T06:32:35.663Z","age","age20","Web","complete",,,,,,,,,,,
"780","insertValue","2019-03-08T06:32:40.671Z","type","T4","Web","complete",,,,,,,,,,,
"780","clickButton","2019-03-08T06:32:40.671Z","confirm",,"Web","complete",,,,,,,,,,,
"780","clickButton","2019-03-08T06:32:42.632Z","B5",,"Web","complete",,,,,,,,,,,
"780","insertBoolValue","2019-03-08T06:32:45.606Z","Australian","false","Web","complete",,,,,,,,,,,
"780","clickButton","2019-03-08T06:33:03.405Z","Button6",,"Web","complete",,,,,,,,,,,
"780","openFile","2019-03-08T06:33:07.409Z",,,"Excel","complete",,,"Sheet1","data.xls",,,,,,,
"780","copy","2019-03-08T06:33:18.726Z",,"value550","Excel","complete",,,,,"B","41",,,,,
"780","paste","2019-03-08T06:33:22.077Z","Special code","value550","Web","complete",,,,,,,,,,,
"780","paste","2019-03-08T06:33:24.431Z","Country","Other","Web","complete",,,,,,,,,,,
"780","clickButton","2019-03-08T06:33:27.144Z","Button9",,"Web","complete",,,,,,,,,,,
"780","goToUrl","2019-03-08T06:33:29.923Z",,,"Web","complete",,,,,,,"www.webpage2.com",,,,
"780","clickButton","2019-03-08T06:33:44.302Z","OK",,"Web","complete",,,,,,,,,,,
"781","insertValue","2019-03-08T06:33:54.302Z","name","name2239","Web","complete",,,,,,,,,,,
"781","insertValue","2019-03-08T06:33:59.118Z","surname","surname2239","Web","complete",,,,,,,,,,,
"781","insertValue","2019-03-08T06:34:12.740Z","age","age22","Web","complete",,,,,,,,,,,
"781","insertValue","2019-03-08T06:34:24.438Z","type","T1","Web","complete",,,,,,,,,,,
"781","clickButton","2019-03-08T06:34:26.113Z","confirm",,"Web","complete",,,,,,,,,,,
"781","clickButton","2019-03-08T06:34:28.839Z","B1",,"Web","complete",,,,,,,,,,,
"781","copy","2019-03-08T06:34:32.396Z","name","name2239","Web","complete",,,,,,,,,,,
"781","paste","2019-03-08T06:34:34.131Z","name","name2239","Excel","complete",,,,,"B","1",,,,,
"781","copy","2019-03-08T06:34:35.714Z","surname","surname2239","Web","complete",,,,,,,,,,,
"781","paste","2019-03-08T06:34:38.282Z","surname","surname2239","Excel","complete",,,,,"B","1",,,,,
"781","clickButton","2019-03-08T06:34:40.058Z","add",,"Web","complete",,,,,,,,,,,
"781","clickButton","2019-03-08T06:34:42.473Z","confirm",,"Web","complete",,,,,,,,,,,
"781","clickButton","2019-03-08T06:34:45.922Z","OK",,"Web","complete",,,,,,,,,,,
"782","insertValue","2019-03-08T06:34:55.922Z","name","name2654","Web","complete",,,,,,,,,,,
"782","insertValue","2019-03-08T06:35:03.307Z","surname","surname2654","Web","complete",,,,,,,,,,,
"782","insertValue","2019-03-08T06:35:16.220Z","age","age21","Web","complete",,,,,,,,,,,
"782","insertValue","2019-03-08T06:35:24.945Z","type","T1","Web","complete",,,,,,,,,,,
"782","clickButton","2019-03-08T06:35:26.640Z","confirm",,"Web","complete",,,,,,,,,,,
"782","clickButton","2019-03-08T06:35:28.973Z","B1",,"Web","complete",,,,,,,,,,,
"782","copy","2019-03-08T06:35:30.635Z","name","name2654","Web","complete",,,,,,,,,,,
"782","paste","2019-03-08T06:35:33.779Z","name","name2654","Excel","complete",,,,,"B","1",,,,,
"782","copy","2019-03-08T06:35:35.989Z","surname","surname2654","Web","complete",,,,,,,,,,,
"782","paste","2019-03-08T06:35:37.975Z","surname","surname2654","Excel","complete",,,,,"B","1",,,,,
"782","clickButton","2019-03-08T06:35:39.872Z","add",,"Web","complete",,,,,,,,,,,
"782","clickButton","2019-03-08T06:35:43.698Z","confirm",,"Web","complete",,,,,,,,,,,
"782","clickButton","2019-03-08T06:35:47.951Z","OK",,"Web","complete",,,,,,,,,,,
"783","insertValue","2019-03-08T06:35:57.951Z","name","name519","Web","complete",,,,,,,,,,,
"783","insertValue","2019-03-08T06:36:05.718Z","surname","surname519","Web","complete",,,,,,,,,,,
"783","insertValue","2019-03-08T06:36:07.339Z","age","age26","Web","complete",,,,,,,,,,,
"783","insertValue","2019-03-08T06:36:13.685Z","type","T2","Web","complete",,,,,,,,,,,
"783","clickButton","2019-03-08T06:36:22.728Z","confirm",,"Web","complete",,,,,,,,,,,
"783","clickButton","2019-03-08T06:36:25.698Z","B3",,"Web","complete",,,,,,,,,,,
"783","clickButton","2019-03-08T06:36:28.090Z","Button6",,"Web","complete",,,,,,,,,,,
"783","openFile","2019-03-08T06:36:30.077Z",,,"Excel","complete",,,"Sheet1","data.xls",,,,,,,
"783","copy","2019-03-08T06:36:30.077Z",,"value742","Excel","complete",,,,,"A","91",,,,,
"783","paste","2019-03-08T06:36:33.663Z","Special code","value742","Web","complete",,,,,,,,,,,
"783","clickButton","2019-03-08T06:36:34.190Z","OK",,"Web","complete",,,,,,,,,,,
"784","insertValue","2019-03-08T06:36:44.190Z","name","name493","Web","complete",,,,,,,,,,,
"784","insertValue","2019-03-08T06:36:53.705Z","surname","surname493","Web","complete",,,,,,,,,,,
"784","insertValue","2019-03-08T06:37:06.311Z","age","age27","Web","complete",,,,,,,,,,,
"784","insertValue","2019-03-08T06:37:12.152Z","type","T3","Web","complete",,,,,,,,,,,
"784","clickButton","2019-03-08T06:37:23.498Z","confirm",,"Web","complete",,,,,,,,,,,
"784","clickButton","2019-03-08T06:37:27.809Z","B4",,"Web","complete",,,,,,,,,,,
"784","clickButton","2019-03-08T06:37:30.240Z","Clients",,"Web","complete",,,,,,,,,,,
"784","insertValue","2019-03-08T06:37:33.368Z","clientID","ID493","Web","complete",,,,,,,,,,,
"784","pressKey","2019-03-08T06:37:35.494Z",,,"Web","complete","enter",,,,,,,,,,
"784","clickButton","2019-03-08T06:37:40.049Z","update",,"Web","complete",,"ID493",,,,,,,,,
"784","insertValue","2019-03-08T06:37:45.598Z","address","addA3330addB1763","Web","complete",,,,,,,,,,,
"784","insertValue","2019-03-08T06:37:57.861Z","country","Country155","Web","complete",,,,,,,,,,,
"784","clickButton","2019-03-08T06:38:04.511Z","UnbindFile",,"Web","complete",,,,,,,,,,,
"784","clickButton","2019-03-08T06:38:08.718Z","OK",,"Web","complete",,,,,,,,,,,
"784","clickButton","2019-03-08T06:38:12.215Z","Confirm",,"Web","complete",,,,,,,,,,,
"784","clickButton","2019-03-08T06:38:14.759Z","OK",,"Web","complete",,,,,,,,,,,
"785","insertValue","2019-03-08T06:38:24.759Z","name","name2262","Web","complete",,,,,,,,,,,
"785","insertValue","2019-03-08T06:38:34.247Z","surname","surname2262","Web","complete",,,,,,,,,,,
"785","insertValue","2019-03-08T06:38:39.792Z","age","age21","Web","complete",,,,,,,,,,,
"785","insertValue","2019-03-08T06:38:44.709Z","type","T1","Web","complete",,,,,,,,,,,
"785","clickButton","2019-03-08T06:39:06.938Z","confirm",,"Web","complete",,,,,,,,,,,
"785","clickButton","2019-03-08T06:39:09.328Z","B1",,"Web","complete",,,,,,,,,,,
"785","copy","2019-03-08T06:39:11.538Z","name","name2262","Web","complete",,,,,,,,,,,
"785","paste","2019-03-08T06:39:16.412Z","name","name2262","Excel","complete",,,,,"B","1",,,,,
"785","copy","2019-03-08T06:39:21.917Z","surname","surname2262","Web","complete",,,,,,,,,,,
"785","paste","2019-03-08T06:39:24.531Z","surname","surname2262","Excel","complete",,,,,"B","1",,,,,
"785","clickButton","2019-03-08T06:39:27.454Z","add",,"Web","complete",,,,,,,,,,,
"785","clickButton","2019-03-08T06:39:30.501Z","confirm",,"Web","complete",,,,,,,,,,,
"785","clickButton","2019-03-08T06:39:32.830Z","OK",,"Web","complete",,,,,,,,,,,
"786","insertValue","2019-03-08T06:39:42.830Z","name","name3686","Web","complete",,,,,,,,,,,
"786","insertValue","2019-03-08T06:39:46.633Z","surname","surname3686","Web","complete",,,,,,,,,,,
"786","insertValue","2019-03-08T06:39:58.642Z","age","age26","Web","complete",,,,,,,,,,,
"786","insertValue","2019-03-08T06:40:03.829Z","type","T1","Web","complete",,,,,,,,,,,
"786","clickButton","2019-03-08T06:40:19.106Z","confirm",,"Web","complete",,,,,,,,,,,
"786","clickButton","2019-03-08T06:40:21.256Z","B1",,"Web","complete",,,,,,,,,,,
"786","copy","2019-03-08T06:40:24.429Z","name","name3686","Web","complete",,,,,,,,,,,
"786","paste","2019-03-08T06:40:27.460Z","name","name3686","Excel","complete",,,,,"B","1",,,,,
"786","copy","2019-03-08T06:40:28.749Z","surname","surname3686","Web","complete",,,,,,,,,,,
"786","paste","2019-03-08T06:40:31.880Z","surname","surname3686","Excel","complete",,,,,"B","1",,,,,
"786","clickButton","2019-03-08T06:40:35.472Z","add",,"Web","complete",,,,,,,,,,,
"786","clickButton","2019-03-08T06:40:37.824Z","confirm",,"Web","complete",,,,,,,,,,,
"786","clickButton","2019-03-08T06:40:38.915Z","OK",,"Web","complete",,,,,,,,,,,
"787","insertValue","2019-03-08T06:40:48.915Z","name","name531","Web","complete",,,,,,,,,,,
"787","insertValue","2019-03-08T06:40:52.504Z","surname","surname531","Web","complete",,,,,,,,,,,
"787","insertValue","2019-03-08T06:41:02.331Z","age","age19","Web","complete",,,,,,,,,,,
"787","insertValue","2019-03-08T06:41:14.797Z","type","T1","Web","complete",,,,,,,,,,,
"787","clickButton","2019-03-08T06:41:22.502Z","confirm",,"Web","complete",,,,,,,,,,,
"787","clickButton","2019-03-08T06:41:24.801Z","B1",,"Web","complete",,,,,,,,,,,
"787","copy","2019-03-08T06:41:29.082Z","name","name531","Web","complete",,,,,,,,,,,
"787","paste","2019-03-08T06:41:32.922Z","name","name531","Excel","complete",,,,,"B","1",,,,,
"787","copy","2019-03-08T06:41:35.787Z","surname","surname531","Web","complete",,,,,,,,,,,
"787","paste","2019-03-08T06:41:38.688Z","surname","surname531","Excel","complete",,,,,"B","1",,,,,
"787","clickButton","2019-03-08T06:41:41.471Z","add",,"Web","complete",,,,,,,,,,,
"787","clickButton","2019-03-08T06:41:45.696Z","confirm",,"Web","complete",,,,,,,,,,,
"787","clickButton","2019-03-08T06:41:48.487Z","OK",,"Web","complete",,,,,,,,,,,
"788","insertValue","2019-03-08T06:41:58.487Z","name","name3198","Web","complete",,,,,,,,,,,
"788","insertValue","2019-03-08T06:42:07.625Z","surname","surname3198","Web","complete",,,,,,,,,,,
"788","insertValue","2019-03-08T06:42:14.490Z","age","age24","Web","complete",,,,,,,,,,,
"788","insertValue","2019-03-08T06:42:21.808Z","type","T4","Web","complete",,,,,,,,,,,
"788","clickButton","2019-03-08T06:42:27.025Z","confirm",,"Web","complete",,,,,,,,,,,
"788","clickButton","2019-03-08T06:42:28.345Z","B5",,"Web","complete",,,,,,,,,,,
"788","insertBoolValue","2019-03-08T06:42:32.489Z","Australian","true","Web","complete",,,,,,,,,,,
"788","clickButton","2019-03-08T06:42:38.384Z","Button6",,"Web","complete",,,,,,,,,,,
"788","openFile","2019-03-08T06:42:41.722Z",,,"Excel","complete",,,"Sheet1","data.xls",,,,,,,
"788","copy","2019-03-08T06:42:50.470Z",,"value102","Excel","complete",,,,,"B","76",,,,,
"788","paste","2019-03-08T06:42:54.452Z","Special code","value102","Web","complete",,,,,,,,,,,
"788","paste","2019-03-08T06:42:56.298Z","Country","Australia","Web","complete",,,,,,,,,,,
"788","goToUrl","2019-03-08T06:42:58.280Z",,,"Web","complete",,,,,,,"www.webpage.com",,,,
"788","clickButton","2019-03-08T06:43:09.170Z","Button9",,"Web","complete",,,,,,,,,,,
"788","clickButton","2019-03-08T06:43:12.513Z","OK",,"Web","complete",,,,,,,,,,,
"789","insertValue","2019-03-08T06:43:22.513Z","name","name3077","Web","complete",,,,,,,,,,,
"789","insertValue","2019-03-08T06:43:27.206Z","surname","surname3077","Web","complete",,,,,,,,,,,
"789","insertValue","2019-03-08T06:43:33.784Z","age","age43","Web","complete",,,,,,,,,,,
"789","insertValue","2019-03-08T06:43:48.941Z","type","T1","Web","complete",,,,,,,,,,,
"789","clickButton","2019-03-08T06:44:00.743Z","confirm",,"Web","complete",,,,,,,,,,,
"789","clickButton","2019-03-08T06:44:02.755Z","B1",,"Web","complete",,,,,,,,,,,
"789","copy","2019-03-08T06:44:06.839Z","name","name3077","Web","complete",,,,,,,,,,,
"789","paste","2019-03-08T06:44:10.046Z","name","name3077","Excel","complete",,,,,"B","1",,,,,
"789","copy","2019-03-08T06:44:12.314Z","surname","surname3077","Web","complete",,,,,,,,,,,
"789","paste","2019-03-08T06:44:14.348Z","surname","surname3077","Excel","complete",,,,,"B","1",,,,,
"789","clickButton","2019-03-08T06:44:16.699Z","add",,"Web","complete",,,,,,,,,,,
"789","clickButton","2019-03-08T06:44:18.357Z","confirm",,"Web","complete",,,,,,,,,,,
"789","clickButton","2019-03-08T06:44:18.827Z","OK",,"Web","complete",,,,,,,,,,,
"790","insertValue","2019-03-08T06:44:28.827Z","name","name1043","Web","complete",,,,,,,,,,,
"790","insertValue","2019-03-08T06:44:31.508Z","surname","surname1043","Web","complete",,,,,,,,,,,
"790","insertValue","2019-03-08T06:44:31.973Z","age","age34","Web","complete",,,,,,,,,,,
"790","insertValue","2019-03-08T06:44:34.130Z","type","T4","Web","complete",,,,,,,,,,,
"790","clickButton","2019-03-08T06:44:37.131Z","confirm",,"Web","complete",,,,,,,,,,,
"790","clickButton","2019-03-08T06:44:40.990Z","B5",,"Web","complete",,,,,,,,,,,
"790","insertBoolValue","2019-03-08T06:44:43.219Z","Australian","true","Web","complete",,,,,,,,,,,
"790","clickButton","2019-03-08T06:44:50.376Z","Button6",,"Web","complete",,,,,,,,,,,
"790","openFile","2019-03-08T06:44:54.005Z",,,"Excel","complete",,,"Sheet1","data.xls",,,,,,,
