"caseID","eventType","timeStamp","Label","Value","source","lifecycle:transition","Column","Row","Url","Sheet","FileName","Found"
"784","clickButton","2019-03-07T22:35:40.429Z","B5",,"Web","complete",,,,,,
"784","insertValue","2019-03-07T22:35:40.929Z","valueX","valuex333","Web","complete",,,,,,
"784","clickButton","2019-03-07T22:35:43.402Z","OK",,"Web","complete",,,,,,
"785","insertValue","2019-03-07T22:35:53.402Z","name","name702","Web","complete",,,,,,
"785","insertValue","2019-03-07T22:36:03.733Z","surname","surname702","Web","complete",,,,,,
"785","insertValue","2019-03-07T22:36:07.049Z","age","39","Web","complete",,,,,,
"785","insertValue","2019-03-07T22:36:13.270Z","type","1","Web","complete",,,,,,
"785","clickButton","2019-03-07T22:36:18.641Z","B1",,"Web","complete",,,,,,
"785","insertValue","2019-03-07T22:36:22.693Z",,"3927","Excel","complete","B","28",,,,
"785","goToUrl","2019-03-07T22:36:32.687Z",,,"Web","complete",,,"www.webpage2.com",,,
"785","copy","2019-03-07T22:36:37.422Z","value2","value3927","Web","complete",,,,,,
"785","paste","2019-03-07T22:36:39.621Z","finalCode","vaue3927","Web","complete",,,,,,
"785","clickButton","2019-03-07T22:36:43.295Z","Cancel",,"Web","complete",,,,,,
"786","insertValue","2019-03-07T22:36:53.295Z","name","name304","Web","complete",,,,,,
"786","insertValue","2019-03-07T22:37:06.948Z","surname","surname304","Web","complete",,,,,,
"786","insertValue","2019-03-07T22:37:16.057Z","age","23","Web","complete",,,,,,
"786","insertValue","2019-03-07T22:37:26.013Z","type","2","Web","complete",,,,,,
"786","clickButton","2019-03-07T22:37:33.545Z","B1",,"Web","complete",,,,,,
"786","insertValue","2019-03-07T22:37:36.391Z",,"2941","Excel","complete","B","23",,,,
"786","goToUrl","2019-03-07T22:37:46.762Z",,,"Web","complete",,,"www.webpage2.com",,,
"786","copy","2019-03-07T22:38:00.252Z","value2","value2941","Web","complete",,,,,,
"786","paste","2019-03-07T22:38:02.631Z","finalCode","vaue2941","Web","complete",,,,,,
"786","clickButton","2019-03-07T22:38:04.361Z","OK",,"Web","complete",,,,,,
"787","insertValue","2019-03-07T22:38:14.361Z","name","name1413","Web","complete",,,,,,
"787","insertValue","2019-03-07T22:38:28.053Z","surname","surname1413","Web","complete",,,,,,
"787","insertValue","2019-03-07T22:38:40.716Z","age","39","Web","complete",,,,,,
"787","insertValue","2019-03-07T22:38:45.056Z","type","1","Web","complete",,,,,,
"787","clickButton","2019-03-07T22:38:45.056Z","B1",,"Web","complete",,,,,,
"787","insertValue","2019-03-07T22:38:47.100Z",,"3120","Excel","complete","B","13",,,,
"787","goToUrl","2019-03-07T22:38:47.100Z",,,"Web","complete",,,"www.webpage2.com",,,
"787","copy","2019-03-07T22:38:51.713Z","value2","value3120","Web","complete",,,,,,
"787","paste","2019-03-07T22:38:55.735Z","finalCode","vaue3120","Web","complete",,,,,,
"787","clickButton","2019-03-07T22:38:57.170Z","Cancel",,"Web","complete",,,,,,
"788","insertValue","2019-03-07T22:39:07.170Z","name","name1110","Web","complete",,,,,,
"788","insertValue","2019-03-07T22:39:18.785Z","surname","surname1110","Web","complete",,,,,,
"788","insertValue","2019-03-07T22:39:26.948Z","age","27","Web","complete",,,,,,
"788","insertValue","2019-03-07T22:39:41.610Z","type","1","Web","complete",,,,,,
"788","clickButton","2019-03-07T22:39:50.440Z","B1",,"Web","complete",,,,,,
"788","insertValue","2019-03-07T22:39:52.512Z",,"3624","Excel","complete","B","33",,,,
"788","goToUrl","2019-03-07T22:40:02.758Z",,,"Web","complete",,,"www.webpage2.com",,,
"788","copy","2019-03-07T22:40:04.876Z","value2","value3624","Web","complete",,,,,,
"788","paste","2019-03-07T22:40:07.544Z",,"vaue3624","Excel","complete","C","2",,,,
"788","clickButton","2019-03-07T22:40:11.014Z","OK",,"Web","complete",,,,,,
"789","insertValue","2019-03-07T22:40:21.014Z","name","name890","Web","complete",,,,,,
"789","insertValue","2019-03-07T22:40:36.293Z","surname","surname890","Web","complete",,,,,,
"789","insertValue","2019-03-07T22:40:45.075Z","age","28","Web","complete",,,,,,
"789","insertValue","2019-03-07T22:40:57.252Z","type","4","Web","complete",,,,,,
"789","clickButton","2019-03-07T22:40:57.252Z","B4",,"Web","complete",,,,,,
"789","openFile","2019-03-07T22:41:00.393Z",,,"Excel","complete",,,,"Sheet1","data123.xls",
"789","findValue","2019-03-07T22:41:03.405Z",,"2854","Excel","complete",,,,,,"true"
"789","copy","2019-03-07T22:41:06.850Z",,"value890","Excel","complete","B","1",,,,
"789","paste","2019-03-07T22:41:10.518Z","finalCode","vaue890","Web","complete",,,,,,
"789","clickButton","2019-03-07T22:41:14.212Z","OK",,"Web","complete",,,,,,
"790","insertValue","2019-03-07T22:41:24.212Z","name","name1332","Web","complete",,,,,,
"790","insertValue","2019-03-07T22:41:33.342Z","surname","surname1332","Web","complete",,,,,,
"790","insertValue","2019-03-07T22:41:42.128Z","age","23","Web","complete",,,,,,
"790","insertValue","2019-03-07T22:41:45.729Z","type","2","Web","complete",,,,,,
"790","clickButton","2019-03-07T22:41:49.949Z","B1",,"Web","complete",,,,,,
"790","insertValue","2019-03-07T22:41:51.890Z",,"1659","Excel","complete","B","35",,,,
"790","goToUrl","2019-03-07T22:42:03.141Z",,,"Web","complete",,,"www.webpage2.com",,,
"790","copy","2019-03-07T22:42:14.848Z","value2","value1659","Web","complete",,,,,,
"790","paste","2019-03-07T22:42:18.662Z","finalCode","vaue1659","Web","complete",,,,,,
"790","clickButton","2019-03-07T22:42:21.444Z","Cancel",,"Web","complete",,,,,,
"791","insertValue","2019-03-07T22:42:31.444Z","name","name410","Web","complete",,,,,,
"791","insertValue","2019-03-07T22:42:40.220Z","surname","surname410","Web","complete",,,,,,
"791","insertValue","2019-03-07T22:42:50.759Z","age","25","Web","complete",,,,,,
"791","insertValue","2019-03-07T22:42:51.420Z","type","1","Web","complete",,,,,,
"791","clickButton","2019-03-07T22:42:52.738Z","B1",,"Web","complete",,,,,,
"791","insertValue","2019-03-07T22:42:56.945Z",,"1963","Excel","complete","B","4",,,,
"791","goToUrl","2019-03-07T22:42:56.945Z",,,"Web","complete",,,"www.webpage2.com",,,
"791","copy","2019-03-07T22:43:08.801Z","value2","value1963","Web","complete",,,,,,
"791","paste","2019-03-07T22:43:13.011Z","finalCode","vaue1963","Web","complete",,,,,,
"791","clickButton","2019-03-07T22:43:17.034Z","OK",,"Web","complete",,,,,,
"792","insertValue","2019-03-07T22:43:27.034Z","name","name2316","Web","complete",,,,,,
"792","insertValue","2019-03-07T22:43:36.276Z","surname","surname2316","Web","complete",,,,,,
"792","insertValue","2019-03-07T22:43:47.148Z","age","21","Web","complete",,,,,,
"792","insertValue","2019-03-07T22:44:00.778Z","type","1","Web","complete",,,,,,
"792","clickButton","2019-03-07T22:44:12.614Z","B1",,"Web","complete",,,,,,
"792","insertValue","2019-03-07T22:44:17.457Z",,"4629","Excel","complete","B","34",,,,
"792","goToUrl","2019-03-07T22:44:29.872Z",,,"Web","complete",,,"www.webpage2.com",,,
"792","copy","2019-03-07T22:44:34.623Z","value2","value4629","Web","complete",,,,,,
"792","paste","2019-03-07T22:44:37.450Z",,"vaue4629","Excel","complete","C","2",,,,
"792","paste","2019-03-07T22:44:41.370Z","finalCode","vaue4629","Web","complete",,,,,,
"792","clickButton","2019-03-07T22:44:44.019Z","OK",,"Web","complete",,,,,,
"793","insertValue","2019-03-07T22:44:54.019Z","name","name1946","Web","complete",,,,,,
"793","insertValue","2019-03-07T22:45:05.413Z","surname","surname1946","Web","complete",,,,,,
"793","insertValue","2019-03-07T22:45:10.148Z","age","27","Web","complete",,,,,,
"793","insertValue","2019-03-07T22:45:13.963Z","type","3","Web","complete",,,,,,
"793","clickButton","2019-03-07T22:45:17.426Z","B4",,"Web","complete",,,,,,
"793","goToUrl","2019-03-07T22:45:20.328Z",,,"Web","complete",,,"www.webpage.com",,,
"793","clickButton","2019-03-07T22:45:22.256Z","B5",,"Web","complete",,,,,,
"793","insertValue","2019-03-07T22:45:28.094Z","valueX","valuex1946","Web","complete",,,,,,
"793","clickButton","2019-03-07T22:45:30.937Z","OK",,"Web","complete",,,,,,
"794","insertValue","2019-03-07T22:45:40.937Z","name","name1330","Web","complete",,,,,,
"794","insertValue","2019-03-07T22:45:50.236Z","surname","surname1330","Web","complete",,,,,,
"794","insertValue","2019-03-07T22:46:02.208Z","age","41","Web","complete",,,,,,
"794","insertValue","2019-03-07T22:46:09.249Z","type","3","Web","complete",,,,,,
"794","clickButton","2019-03-07T22:46:19.218Z","B4",,"Web","complete",,,,,,
"794","goToUrl","2019-03-07T22:46:24.205Z",,,"Web","complete",,,"www.webpage.com",,,
"794","clickButton","2019-03-07T22:46:26.864Z","B5",,"Web","complete",,,,,,
"794","insertValue","2019-03-07T22:46:40.689Z","valueX","valuex1330","Web","complete",,,,,,
"794","clickButton","2019-03-07T22:46:43.826Z","Cancel",,"Web","complete",,,,,,
"795","insertValue","2019-03-07T22:46:53.826Z","name","name1841","Web","complete",,,,,,
"795","insertValue","2019-03-07T22:47:03.936Z","surname","surname1841","Web","complete",,,,,,
"795","insertValue","2019-03-07T22:47:03.936Z","age","25","Web","complete",,,,,,
"795","insertValue","2019-03-07T22:47:19.024Z","type","2","Web","complete",,,,,,
"795","clickButton","2019-03-07T22:47:30.391Z","B1",,"Web","complete",,,,,,
"795","insertValue","2019-03-07T22:47:34.104Z",,"3235","Excel","complete","B","4",,,,
"795","goToUrl","2019-03-07T22:47:44.547Z",,,"Web","complete",,,"www.webpage2.com",,,
"795","copy","2019-03-07T22:47:56.182Z","value2","value3235","Web","complete",,,,,,
"795","paste","2019-03-07T22:48:01.094Z","finalCode","vaue3235","Web","complete",,,,,,
"795","clickButton","2019-03-07T22:48:02.946Z","OK",,"Web","complete",,,,,,
"796","insertValue","2019-03-07T22:48:12.946Z","name","name281","Web","complete",,,,,,
"796","insertValue","2019-03-07T22:48:34.464Z","surname","surname281","Web","complete",,,,,,
"796","insertValue","2019-03-07T22:48:44.744Z","age","34","Web","complete",,,,,,
"796","insertValue","2019-03-07T22:48:52.238Z","type","3","Web","complete",,,,,,
"796","clickButton","2019-03-07T22:49:08.208Z","B4",,"Web","complete",,,,,,
"796","openFile","2019-03-07T22:49:11.171Z",,,"Excel","complete",,,,"Sheet1","data123.xls",
"796","findValue","2019-03-07T22:49:13.244Z",,"2674","Excel","complete",,,,,,"true"
"796","copy","2019-03-07T22:49:14.919Z",,"value281","Excel","complete","B","1",,,,
"796","paste","2019-03-07T22:49:17.727Z",,"vaue281","Excel","complete","C","2",,,,
"796","clickButton","2019-03-07T22:49:21.704Z","OK",,"Web","complete",,,,,,
"797","insertValue","2019-03-07T22:49:31.704Z","name","name1740","Web","complete",,,,,,
"797","insertValue","2019-03-07T22:49:31.704Z","surname","surname1740","Web","complete",,,,,,
"797","insertValue","2019-03-07T22:49:31.839Z","age","20","Web","complete",,,,,,
"797","insertValue","2019-03-07T22:49:45.804Z","type","2","Web","complete",,,,,,
"797","clickButton","2019-03-07T22:49:58.620Z","B1",,"Web","complete",,,,,,
"797","insertValue","2019-03-07T22:50:01.379Z",,"1595","Excel","complete","B","11",,,,
"797","goToUrl","2019-03-07T22:50:09.923Z",,,"Web","complete",,,"www.webpage2.com",,,
"797","copy","2019-03-07T22:50:16.255Z","value2","value1595","Web","complete",,,,,,
"797","paste","2019-03-07T22:50:19.839Z",,"vaue1595","Excel","complete","C","2",,,,
"797","paste","2019-03-07T22:50:22.787Z","finalCode","vaue1595","Web","complete",,,,,,
"797","clickButton","2019-03-07T22:50:26.236Z","OK",,"Web","complete",,,,,,
"798","insertValue","2019-03-07T22:50:36.236Z","name","name2145","Web","complete",,,,,,
"798","insertValue","2019-03-07T22:50:41.304Z","surname","surname2145","Web","complete",,,,,,
"798","insertValue","2019-03-07T22:50:49.294Z","age","20","Web","complete",,,,,,
"798","insertValue","2019-03-07T22:50:54.078Z","type","2","Web","complete",,,,,,
"798","clickButton","2019-03-07T22:50:58.778Z","B1",,"Web","complete",,,,,,
"798","insertValue","2019-03-07T22:51:02.290Z",,"1713","Excel","complete","B","25",,,,
"798","goToUrl","2019-03-07T22:51:08.617Z",,,"Web","complete",,,"www.webpage2.com",,,
"798","copy","2019-03-07T22:51:11.160Z","value2","value1713","Web","complete",,,,,,
"798","paste","2019-03-07T22:51:12.989Z","finalCode","vaue1713","Web","complete",,,,,,
"798","clickButton","2019-03-07T22:51:16.393Z","OK",,"Web","complete",,,,,,
"799","insertValue","2019-03-07T22:51:26.393Z","name","name2366","Web","complete",,,,,,
"799","insertValue","2019-03-07T22:51:30.640Z","surname","surname2366","Web","complete",,,,,,
"799","insertValue","2019-03-07T22:51:32.481Z","age","26","Web","complete",,,,,,
"799","insertValue","2019-03-07T22:51:47.481Z","type","2","Web","complete",,,,,,
"799","clickButton","2019-03-07T22:51:51.529Z","B1",,"Web","complete",,,,,,
"799","insertValue","2019-03-07T22:51:54.183Z",,"1658","Excel","complete","B","12",,,,
"799","goToUrl","2019-03-07T22:52:01.830Z",,,"Web","complete",,,"www.webpage2.com",,,
"799","copy","2019-03-07T22:52:05.803Z","value2","value1658","Web","complete",,,,,,
"799","paste","2019-03-07T22:52:10.084Z","finalCode","vaue1658","Web","complete",,,,,,
"799","clickButton","2019-03-07T22:52:12.208Z","Cancel",,"Web","complete",,,,,,
"800","insertValue","2019-03-07T22:52:22.208Z","name","name1583","Web","complete",,,,,,
"800","insertValue","2019-03-07T22:52:35.618Z","surname","surname1583","Web","complete",,,,,,
"800","insertValue","2019-03-07T22:52:39.901Z","age","29","Web","complete",,,,,,
"800","insertValue","2019-03-07T22:52:52.896Z","type","2","Web","complete",,,,,,
"800","clickButton","2019-03-07T22:53:01.902Z","B1",,"Web","complete",,,,,,
"800","insertValue","2019-03-07T22:53:02.924Z",,"3412","Excel","complete","B","15",,,,
"800","goToUrl","2019-03-07T22:53:09.812Z",,,"Web","complete",,,"www.webpage2.com",,,
"800","copy","2019-03-07T22:53:09.812Z","value2","value3412","Web","complete",,,,,,
"800","paste","2019-03-07T22:53:13.267Z","finalCode","vaue3412","Web","complete",,,,,,
"800","clickButton","2019-03-07T22:53:14.322Z","OK",,"Web","complete",,,,,,
"801","insertValue","2019-03-07T22:53:24.322Z","name","name1077","Web","complete",,,,,,
"801","insertValue","2019-03-07T22:53:25.891Z","surname","surname1077","Web","complete",,,,,,
"801","insertValue","2019-03-07T22:53:37.410Z","age","18","Web","complete",,,,,,
"801","insertValue","2019-03-07T22:53:45.065Z","type","3","Web","complete",,,,,,
"801","clickButton","2019-03-07T22:53:58.223Z","B4",,"Web","complete",,,,,,
"801","goToUrl","2019-03-07T22:54:01.266Z",,,"Web","complete",,,"www.webpage.com",,,
"801","clickButton","2019-03-07T22:54:05.289Z","B5",,"Web","complete",,,,,,
"801","insertValue","2019-03-07T22:54:14.244Z","valueX","valuex1077","Web","complete",,,,,,
"801","clickButton","2019-03-07T22:54:18.855Z","OK",,"Web","complete",,,,,,
"802","insertValue","2019-03-07T22:54:28.855Z","name","name660","Web","complete",,,,,,
"802","insertValue","2019-03-07T22:54:31.000Z","surname","surname660","Web","complete",,,,,,
"802","insertValue","2019-03-07T22:54:32.873Z","age","37","Web","complete",,,,,,
"802","insertValue","2019-03-07T22:54:45.213Z","type","4","Web","complete",,,,,,
"802","clickButton","2019-03-07T22:54:59.922Z","B4",,"Web","complete",,,,,,
"802","openFile","2019-03-07T22:55:02.910Z",,,"Excel","complete",,,,"Sheet1","data123.xls",
"802","findValue","2019-03-07T22:55:06.115Z",,"3913","Excel","complete",,,,,,"true"
"802","copy","2019-03-07T22:55:09.033Z",,"value660","Excel","complete","B","1",,,,
"802","paste","2019-03-07T22:55:14.107Z",,"vaue660","Excel","complete","C","2",,,,
"802","paste","2019-03-07T22:55:15.537Z","finalCode","vaue660","Web","complete",,,,,,
"802","clickButton","2019-03-07T22:55:17.713Z","OK",,"Web","complete",,,,,,
"803","insertValue","2019-03-07T22:55:27.713Z","name","name2915","Web","complete",,,,,,
"803","insertValue","2019-03-07T22:55:32.176Z","surname","surname2915","Web","complete",,,,,,
"803","insertValue","2019-03-07T22:55:38.155Z","age","26","Web","complete",,,,,,
"803","insertValue","2019-03-07T22:55:47.179Z","type","4","Web","complete",,,,,,
"803","clickButton","2019-03-07T22:56:02.857Z","B4",,"Web","complete",,,,,,
"803","openFile","2019-03-07T22:56:04.418Z",,,"Excel","complete",,,,"Sheet1","data123.xls",
"803","findValue","2019-03-07T22:56:06.873Z",,"4183","Excel","complete",,,,,,"false"
"803","copy","2019-03-07T22:56:10.483Z",,"value2915","Excel","complete","B","1",,,,
"803","paste","2019-03-07T22:56:13.147Z",,"vaue2915","Excel","complete","C","2",,,,
"803","paste","2019-03-07T22:56:17.270Z","finalCode","vaue2915","Web","complete",,,,,,
"803","clickButton","2019-03-07T22:56:19.672Z","Cancel",,"Web","complete",,,,,,
"804","insertValue","2019-03-07T22:56:29.672Z","name","name1381","Web","complete",,,,,,
"804","insertValue","2019-03-07T22:56:38.104Z","surname","surname1381","Web","complete",,,,,,
"804","insertValue","2019-03-07T22:56:43.175Z","age","27","Web","complete",,,,,,
"804","insertValue","2019-03-07T22:56:56.297Z","type","1","Web","complete",,,,,,
"804","clickButton","2019-03-07T22:57:03.750Z","B1",,"Web","complete",,,,,,
"804","insertValue","2019-03-07T22:57:07.225Z",,"1918","Excel","complete","B","10",,,,
"804","goToUrl","2019-03-07T22:57:22.507Z",,,"Web","complete",,,"www.webpage2.com",,,
"804","copy","2019-03-07T22:57:29.745Z","value2","value1918","Web","complete",,,,,,
"804","paste","2019-03-07T22:57:32.309Z","finalCode","vaue1918","Web","complete",,,,,,
"804","clickButton","2019-03-07T22:57:34.023Z","OK",,"Web","complete",,,,,,
"805","insertValue","2019-03-07T22:57:44.023Z","name","name814","Web","complete",,,,,,
"805","insertValue","2019-03-07T22:57:49.748Z","surname","surname814","Web","complete",,,,,,
"805","insertValue","2019-03-07T22:58:03.835Z","age","22","Web","complete",,,,,,
"805","insertValue","2019-03-07T22:58:17.317Z","type","4","Web","complete",,,,,,
"805","clickButton","2019-03-07T22:58:19.863Z","B4",,"Web","complete",,,,,,
"805","openFile","2019-03-07T22:58:22.116Z",,,"Excel","complete",,,,"Sheet1","data123.xls",
"805","findValue","2019-03-07T22:58:24.598Z",,"2668","Excel","complete",,,,,,"false"
"805","copy","2019-03-07T22:58:27.808Z",,"value814","Excel","complete","B","1",,,,
"805","paste","2019-03-07T22:58:31.650Z","finalCode","vaue814","Web","complete",,,,,,
"805","clickButton","2019-03-07T22:58:34.879Z","Cancel",,"Web","complete",,,,,,
"806","insertValue","2019-03-07T22:58:44.879Z","name","name1506","Web","complete",,,,,,
"806","insertValue","2019-03-07T22:58:47.983Z","surname","surname1506","Web","complete",,,,,,
"806","insertValue","2019-03-07T22:58:54.390Z","age","29","Web","complete",,,,,,
"806","insertValue","2019-03-07T22:59:06.764Z","type","4","Web","complete",,,,,,
"806","clickButton","2019-03-07T22:59:10.054Z","B4",,"Web","complete",,,,,,
"806","goToUrl","2019-03-07T22:59:10.587Z",,,"Web","complete",,,"www.webpage.com",,,
"806","clickButton","2019-03-07T22:59:14.891Z","B5",,"Web","complete",,,,,,
"806","insertValue","2019-03-07T22:59:14.891Z","valueX","valuex1506","Web","complete",,,,,,
"806","clickButton","2019-03-07T22:59:18.808Z","OK",,"Web","complete",,,,,,
"807","insertValue","2019-03-07T22:59:28.808Z","name","name2823","Web","complete",,,,,,
"807","insertValue","2019-03-07T22:59:48.485Z","surname","surname2823","Web","complete",,,,,,
"807","insertValue","2019-03-07T23:00:01.500Z","age","26","Web","complete",,,,,,
"807","insertValue","2019-03-07T23:00:09.930Z","type","2","Web","complete",,,,,,
"807","clickButton","2019-03-07T23:00:17.732Z","B1",,"Web","complete",,,,,,
"807","insertValue","2019-03-07T23:00:21.836Z",,"2351","Excel","complete","B","25",,,,
"807","goToUrl","2019-03-07T23:00:25.444Z",,,"Web","complete",,,"www.webpage2.com",,,
"807","copy","2019-03-07T23:00:30.185Z","value2","value2351","Web","complete",,,,,,
"807","paste","2019-03-07T23:00:34.168Z",,"vaue2351","Excel","complete","C","2",,,,
"807","clickButton","2019-03-07T23:00:35.917Z","Cancel",,"Web","complete",,,,,,
"808","insertValue","2019-03-07T23:00:45.917Z","name","name1921","Web","complete",,,,,,
"808","insertValue","2019-03-07T23:00:46.508Z","surname","surname1921","Web","complete",,,,,,
"808","insertValue","2019-03-07T23:00:46.508Z","age","19","Web","complete",,,,,,
"808","insertValue","2019-03-07T23:00:57.561Z","type","1","Web","complete",,,,,,
"808","clickButton","2019-03-07T23:01:11.160Z","B1",,"Web","complete",,,,,,
"808","insertValue","2019-03-07T23:01:15.213Z",,"4291","Excel","complete","B","4",,,,
"808","goToUrl","2019-03-07T23:01:21.803Z",,,"Web","complete",,,"www.webpage2.com",,,
"808","copy","2019-03-07T23:01:31.334Z","value2","value4291","Web","complete",,,,,,
"808","paste","2019-03-07T23:01:34.486Z","finalCode","vaue4291","Web","complete",,,,,,
"808","clickButton","2019-03-07T23:01:37.060Z","OK",,"Web","complete",,,,,,
"809","insertValue","2019-03-07T23:01:47.060Z","name","name2604","Web","complete",,,,,,
"809","insertValue","2019-03-07T23:01:47.060Z","surname","surname2604","Web","complete",,,,,,
"809","insertValue","2019-03-07T23:01:49.327Z","age","24","Web","complete",,,,,,
"809","insertValue","2019-03-07T23:01:56.596Z","type","2","Web","complete",,,,,,
"809","clickButton","2019-03-07T23:02:02.340Z","B1",,"Web","complete",,,,,,
"809","insertValue","2019-03-07T23:02:05.929Z",,"3240","Excel","complete","B","17",,,,
"809","goToUrl","2019-03-07T23:02:21.786Z",,,"Web","complete",,,"www.webpage2.com",,,
"809","copy","2019-03-07T23:02:30.313Z","value2","value3240","Web","complete",,,,,,
"809","paste","2019-03-07T23:02:33.017Z","finalCode","vaue3240","Web","complete",,,,,,
"809","clickButton","2019-03-07T23:02:35.119Z","Cancel",,"Web","complete",,,,,,
"810","insertValue","2019-03-07T23:02:45.119Z","name","name888","Web","complete",,,,,,
"810","insertValue","2019-03-07T23:02:52.301Z","surname","surname888","Web","complete",,,,,,
"810","insertValue","2019-03-07T23:03:04.325Z","age","46","Web","complete",,,,,,
"810","insertValue","2019-03-07T23:03:13.171Z","type","1","Web","complete",,,,,,
"810","clickButton","2019-03-07T23:03:27.208Z","B1",,"Web","complete",,,,,,
"810","insertValue","2019-03-07T23:03:29.232Z",,"4725","Excel","complete","B","29",,,,
"810","goToUrl","2019-03-07T23:03:43.196Z",,,"Web","complete",,,"www.webpage2.com",,,
"810","copy","2019-03-07T23:03:53.879Z","value2","value4725","Web","complete",,,,,,
"810","paste","2019-03-07T23:03:56.815Z",,"vaue4725","Excel","complete","C","2",,,,
"810","clickButton","2019-03-07T23:04:00.617Z","Cancel",,"Web","complete",,,,,,
"811","insertValue","2019-03-07T23:04:10.617Z","name","name119","Web","complete",,,,,,
"811","insertValue","2019-03-07T23:04:20.503Z","surname","surname119","Web","complete",,,,,,
"811","insertValue","2019-03-07T23:04:27.565Z","age","26","Web","complete",,,,,,
"811","insertValue","2019-03-07T23:04:35.433Z","type","1","Web","complete",,,,,,
"811","clickButton","2019-03-07T23:04:43.523Z","B1",,"Web","complete",,,,,,
"811","insertValue","2019-03-07T23:04:47.891Z",,"2539","Excel","complete","B","31",,,,
"811","goToUrl","2019-03-07T23:04:47.891Z",,,"Web","complete",,,"www.webpage2.com",,,
"811","copy","2019-03-07T23:04:55.557Z","value2","value2539","Web","complete",,,,,,
"811","paste","2019-03-07T23:04:57.408Z","finalCode","vaue2539","Web","complete",,,,,,
"811","clickButton","2019-03-07T23:05:00.023Z","OK",,"Web","complete",,,,,,
"812","insertValue","2019-03-07T23:05:10.023Z","name","name2729","Web","complete",,,,,,
"812","insertValue","2019-03-07T23:05:15.769Z","surname","surname2729","Web","complete",,,,,,
"812","insertValue","2019-03-07T23:05:20.927Z","age","46","Web","complete",,,,,,
"812","insertValue","2019-03-07T23:05:25.838Z","type","1","Web","complete",,,,,,
"812","clickButton","2019-03-07T23:05:29.623Z","B1",,"Web","complete",,,,,,
"812","insertValue","2019-03-07T23:05:33.552Z",,"2333","Excel","complete","B","35",,,,
"812","goToUrl","2019-03-07T23:05:36.694Z",,,"Web","complete",,,"www.webpage2.com",,,
"812","copy","2019-03-07T23:05:36.694Z","value2","value2333","Web","complete",,,,,,
"812","paste","2019-03-07T23:05:40.505Z",,"vaue2333","Excel","complete","C","2",,,,
"812","paste","2019-03-07T23:05:42.925Z","finalCode","vaue2333","Web","complete",,,,,,
"812","clickButton","2019-03-07T23:05:47.073Z","OK",,"Web","complete",,,,,,
"813","insertValue","2019-03-07T23:05:57.073Z","name","name2506","Web","complete",,,,,,
"813","insertValue","2019-03-07T23:06:05.844Z","surname","surname2506","Web","complete",,,,,,
"813","insertValue","2019-03-07T23:06:10.621Z","age","21","Web","complete",,,,,,
"813","insertValue","2019-03-07T23:06:24.919Z","type","2","Web","complete",,,,,,
"813","clickButton","2019-03-07T23:06:35.637Z","B1",,"Web","complete",,,,,,
"813","insertValue","2019-03-07T23:06:37.221Z",,"1419","Excel","complete","B","11",,,,
"813","goToUrl","2019-03-07T23:06:52.078Z",,,"Web","complete",,,"www.webpage2.com",,,
"813","copy","2019-03-07T23:07:08.007Z","value2","value1419","Web","complete",,,,,,
"813","paste","2019-03-07T23:07:11.575Z","finalCode","vaue1419","Web","complete",,,,,,
"813","clickButton","2019-03-07T23:07:15.786Z","Cancel",,"Web","complete",,,,,,
"814","insertValue","2019-03-07T23:07:25.786Z","name","name1547","Web","complete",,,,,,
"814","insertValue","2019-03-07T23:07:30.951Z","surname","surname1547","Web","complete",,,,,,
"814","insertValue","2019-03-07T23:07:34.588Z","age","50","Web","complete",,,,,,
"814","insertValue","2019-03-07T23:07:45.744Z","type","2","Web","complete",,,,,,
"814","clickButton","2019-03-07T23:07:50.825Z","B1",,"Web","complete",,,,,,
"814","insertValue","2019-03-07T23:07:53.360Z",,"3296","Excel","complete","B","12",,,,
"814","goToUrl","2019-03-07T23:08:01.136Z",,,"Web","complete",,,"www.webpage2.com",,,
"814","copy","2019-03-07T23:08:01.136Z","value2","value3296","Web","complete",,,,,,
"814","paste","2019-03-07T23:08:05.568Z","finalCode","vaue3296","Web","complete",,,,,,
"814","clickButton","2019-03-07T23:08:07.540Z","OK",,"Web","complete",,,,,,
"815","insertValue","2019-03-07T23:08:17.540Z","name","name1613","Web","complete",,,,,,
"815","insertValue","2019-03-07T23:08:18.881Z","surname","surname1613","Web","complete",,,,,,
"815","insertValue","2019-03-07T23:08:31.136Z","age","22","Web","complete",,,,,,
"815","insertValue","2019-03-07T23:08:42.623Z","type","4","Web","complete",,,,,,
"815","clickButton","2019-03-07T23:08:50.678Z","B4",,"Web","complete",,,,,,
"815","openFile","2019-03-07T23:08:54.157Z",,,"Excel","complete",,,,"Sheet1","data123.xls",
"815","findValue","2019-03-07T23:08:55.960Z",,"4305","Excel","complete",,,,,,"true"
"815","copy","2019-03-07T23:08:57.609Z",,"value1613","Excel","complete","B","1",,,,
"815","paste","2019-03-07T23:09:00.445Z",,"vaue1613","Excel","complete","C","2",,,,
"815","clickButton","2019-03-07T23:09:03.223Z","OK",,"Web","complete",,,,,,
"816","insertValue","2019-03-07T23:09:13.223Z","name","name1812","Web","complete",,,,,,
"816","insertValue","2019-03-07T23:09:30.532Z","surname","surname1812","Web","complete",,,,,,
"816","insertValue","2019-03-07T23:09:32.958Z","age","22","Web","complete",,,,,,
"816","insertValue","2019-03-07T23:09:33.207Z","type","1","Web","complete",,,,,,
