"caseID","eventType","timeStamp","Label","Value","source","lifecycle:transition","Sheet","FileName","Url","Column","Row"
"513","insertValue","2019-02-21T18:37:53.886Z","Constant","182381","Web","complete",,,,,
"513","copy","2019-02-21T18:37:57.165Z",,"Au 58124829 XT","Excel","complete",,,,"B","1"
"513","paste","2019-02-21T18:38:00.426Z","Special code","Au 58124829 XT","Web","complete",,,,,
"513","copy","2019-02-21T18:38:05.738Z",,"Melbourne 123","Excel","complete",,,,"B","2"
"513","paste","2019-02-21T18:38:08.675Z","Area","Melbourne 123","Web","complete",,,,,
"513","clickButton","2019-02-21T18:38:14.552Z","OK",,"Web","complete",,,,,
"514","insertValue","2019-02-21T18:38:24.552Z","userID","ID1088","Web","complete",,,,,
"514","openFile","2019-02-21T18:38:27.128Z",,,"Excel","complete","Sheet1","data.xls",,,
"514","goToUrl","2019-02-21T18:38:39.926Z",,,"Web","complete",,,"www.webpage.com",,
"514","insertValue","2019-02-21T18:38:54.257Z","username","Frank01","Web","complete",,,,,
"514","insertValue","2019-02-21T18:39:12.394Z","password","LittleFrank123","Web","complete",,,,,
"514","clickButton","2019-02-21T18:39:18.455Z","confirm",,"Web","complete",,,,,
"514","waitResponse","2019-02-21T18:39:22.488Z",,,"Web","complete",,,"www.webpage.com/wrong",,
"514","copy","2019-02-21T18:39:25.719Z","userID","ID1088","Web","complete",,,,,
"514","paste","2019-02-21T18:39:29.941Z","newID","ID1088","Web","complete",,,,,
"514","clickButton","2019-02-21T18:39:34.136Z","B3",,"Web","complete",,,,,
"514","paste","2019-02-21T18:39:35.999Z",,"ID1088","Excel","complete",,,,"A","45"
"514","copy","2019-02-21T18:39:39.683Z",,"Melbourne 123","Excel","complete",,,,"B","2"
"514","paste","2019-02-21T18:39:42.595Z","Area","Melbourne 123","Web","complete",,,,,
"514","clickButton","2019-02-21T18:39:46.230Z","OK",,"Web","complete",,,,,
"515","insertValue","2019-02-21T18:39:56.230Z","userID","ID1131","Web","complete",,,,,
"515","openFile","2019-02-21T18:39:56.928Z",,,"Excel","complete","Sheet1","data.xls",,,
"515","goToUrl","2019-02-21T18:40:06.856Z",,,"Web","complete",,,"www.webpage.com",,
"515","insertValue","2019-02-21T18:40:18.587Z","username","Frank01","Web","complete",,,,,
"515","insertValue","2019-02-21T18:40:32.953Z","password","LittleFrank123","Web","complete",,,,,
"515","clickButton","2019-02-21T18:40:42.390Z","confirm",,"Web","complete",,,,,
"515","waitResponse","2019-02-21T18:40:44.488Z",,,"Web","complete",,,"www.webpage.com/ok",,
"515","clickButton","2019-02-21T18:40:52.400Z","Button1",,"Web","complete",,,,,
"515","clickButton","2019-02-21T18:40:54.800Z","B2",,"Web","complete",,,,,
"515","insertValue","2019-02-21T18:40:56.119Z","Constant","182381","Web","complete",,,,,
"515","copy","2019-02-21T18:41:00.354Z",,"Au 58124829 XT","Excel","complete",,,,"B","1"
"515","paste","2019-02-21T18:41:02.373Z","Special code","Au 58124829 XT","Web","complete",,,,,
"515","copy","2019-02-21T18:41:02.555Z",,"Melbourne 123","Excel","complete",,,,"B","2"
"515","paste","2019-02-21T18:41:06.283Z","Area","Melbourne 123","Web","complete",,,,,
"515","clickButton","2019-02-21T18:41:08.259Z","OK",,"Web","complete",,,,,
"516","insertValue","2019-02-21T18:41:18.259Z","userID","ID1944","Web","complete",,,,,
"516","openFile","2019-02-21T18:41:21.941Z",,,"Excel","complete","Sheet1","data.xls",,,
"516","goToUrl","2019-02-21T18:41:28.146Z",,,"Web","complete",,,"www.webpage.com",,
"516","insertValue","2019-02-21T18:41:34.725Z","username","Frank01","Web","complete",,,,,
"516","insertValue","2019-02-21T18:41:50.541Z","password","LittleFrank123","Web","complete",,,,,
"516","clickButton","2019-02-21T18:41:59.507Z","confirm",,"Web","complete",,,,,
"516","waitResponse","2019-02-21T18:42:02.937Z",,,"Web","complete",,,"www.webpage.com/ok",,
"516","clickButton","2019-02-21T18:42:19.568Z","Button1",,"Web","complete",,,,,
"516","clickButton","2019-02-21T18:42:24.033Z","B2",,"Web","complete",,,,,
"516","insertValue","2019-02-21T18:42:27.928Z","Constant","182381","Web","complete",,,,,
"516","copy","2019-02-21T18:42:31.029Z",,"Au 58124829 XT","Excel","complete",,,,"B","1"
"516","paste","2019-02-21T18:42:34.437Z","Special code","Au 58124829 XT","Web","complete",,,,,
"516","copy","2019-02-21T18:42:36.190Z",,"Melbourne 123","Excel","complete",,,,"B","2"
"516","paste","2019-02-21T18:42:38.377Z","Area","Melbourne 123","Web","complete",,,,,
"516","clickButton","2019-02-21T18:42:41.627Z","OK",,"Web","complete",,,,,
"517","insertValue","2019-02-21T18:42:51.627Z","userID","ID692","Web","complete",,,,,
"517","openFile","2019-02-21T18:42:59.191Z",,,"Excel","complete","Sheet1","data.xls",,,
"517","goToUrl","2019-02-21T18:43:07.352Z",,,"Web","complete",,,"www.webpage.com",,
"517","insertValue","2019-02-21T18:43:13.884Z","username","Frank01","Web","complete",,,,,
"517","insertValue","2019-02-21T18:43:21.046Z","password","LittleFrank123","Web","complete",,,,,
"517","clickButton","2019-02-21T18:43:33.298Z","confirm",,"Web","complete",,,,,
"517","waitResponse","2019-02-21T18:43:35.197Z",,,"Web","complete",,,"www.webpage.com/wrong",,
"517","copy","2019-02-21T18:43:49.359Z","userID","ID692","Web","complete",,,,,
"517","paste","2019-02-21T18:43:50.891Z","newID","ID692","Web","complete",,,,,
"517","clickButton","2019-02-21T18:43:53.341Z","B3",,"Web","complete",,,,,
"517","paste","2019-02-21T18:43:56.751Z",,"ID692","Excel","complete",,,,"A","16"
"517","copy","2019-02-21T18:44:00.650Z",,"Melbourne 123","Excel","complete",,,,"B","2"
"517","paste","2019-02-21T18:44:04.268Z","Area","Melbourne 123","Web","complete",,,,,
"517","clickButton","2019-02-21T18:44:06.227Z","OK",,"Web","complete",,,,,
"518","insertValue","2019-02-21T18:44:16.227Z","userID","ID1935","Web","complete",,,,,
"518","openFile","2019-02-21T18:44:29.995Z",,,"Excel","complete","Sheet1","data.xls",,,
"518","goToUrl","2019-02-21T18:44:34.543Z",,,"Web","complete",,,"www.webpage.com",,
"518","insertValue","2019-02-21T18:44:40.471Z","username","Frank01","Web","complete",,,,,
"518","insertValue","2019-02-21T18:44:49.716Z","password","LittleFrank123","Web","complete",,,,,
"518","clickButton","2019-02-21T18:45:02.505Z","confirm",,"Web","complete",,,,,
"518","waitResponse","2019-02-21T18:45:05.705Z",,,"Web","complete",,,"www.webpage.com/ok",,
"518","clickButton","2019-02-21T18:45:10.429Z","Button1",,"Web","complete",,,,,
"518","clickButton","2019-02-21T18:45:13.425Z","B2",,"Web","complete",,,,,
"518","insertValue","2019-02-21T18:45:16.257Z","Constant","182381","Web","complete",,,,,
"518","copy","2019-02-21T18:45:20.531Z",,"Au 58124829 XT","Excel","complete",,,,"B","1"
"518","paste","2019-02-21T18:45:22.784Z","Special code","Au 58124829 XT","Web","complete",,,,,
"518","copy","2019-02-21T18:45:24.822Z",,"Melbourne 123","Excel","complete",,,,"B","2"
"518","paste","2019-02-21T18:45:27.748Z","Area","Melbourne 123","Web","complete",,,,,
"518","clickButton","2019-02-21T18:45:32.173Z","OK",,"Web","complete",,,,,
"519","insertValue","2019-02-21T18:45:42.173Z","userID","ID1736","Web","complete",,,,,
"519","openFile","2019-02-21T18:45:56.411Z",,,"Excel","complete","Sheet1","data.xls",,,
"519","goToUrl","2019-02-21T18:46:05.946Z",,,"Web","complete",,,"www.webpage.com",,
"519","insertValue","2019-02-21T18:46:17.672Z","username","Frank01","Web","complete",,,,,
"519","insertValue","2019-02-21T18:46:22.464Z","password","LittleFrank123","Web","complete",,,,,
"519","clickButton","2019-02-21T18:46:23.304Z","confirm",,"Web","complete",,,,,
"519","waitResponse","2019-02-21T18:46:27.549Z",,,"Web","complete",,,"www.webpage.com/ok",,
"519","clickButton","2019-02-21T18:46:38.118Z","Button1",,"Web","complete",,,,,
"519","clickButton","2019-02-21T18:46:41.410Z","B2",,"Web","complete",,,,,
"519","insertValue","2019-02-21T18:46:44.715Z","Constant","182381","Web","complete",,,,,
"519","copy","2019-02-21T18:46:47.450Z",,"Au 58124829 XT","Excel","complete",,,,"B","1"
"519","paste","2019-02-21T18:46:50.353Z","Special code","Au 58124829 XT","Web","complete",,,,,
"519","copy","2019-02-21T18:46:52.528Z",,"Melbourne 123","Excel","complete",,,,"B","2"
"519","paste","2019-02-21T18:46:55.259Z","Area","Melbourne 123","Web","complete",,,,,
"519","clickButton","2019-02-21T18:46:58.411Z","OK",,"Web","complete",,,,,
"520","insertValue","2019-02-21T18:47:08.411Z","userID","ID673","Web","complete",,,,,
"520","openFile","2019-02-21T18:47:16.250Z",,,"Excel","complete","Sheet1","data.xls",,,
"520","goToUrl","2019-02-21T18:47:29.794Z",,,"Web","complete",,,"www.webpage.com",,
"520","insertValue","2019-02-21T18:47:35.983Z","username","Frank01","Web","complete",,,,,
"520","insertValue","2019-02-21T18:47:48.391Z","password","LittleFrank123","Web","complete",,,,,
"520","clickButton","2019-02-21T18:47:50.430Z","confirm",,"Web","complete",,,,,
"520","waitResponse","2019-02-21T18:47:51.327Z",,,"Web","complete",,,"www.webpage.com/ok",,
"520","clickButton","2019-02-21T18:47:55.001Z","Button1",,"Web","complete",,,,,
"520","clickButton","2019-02-21T18:47:58.616Z","B2",,"Web","complete",,,,,
"520","insertValue","2019-02-21T18:48:01.170Z","Constant","182381","Web","complete",,,,,
"520","copy","2019-02-21T18:48:05.195Z",,"Au 58124829 XT","Excel","complete",,,,"B","1"
"520","paste","2019-02-21T18:48:08.910Z","Special code","Au 58124829 XT","Web","complete",,,,,
"520","copy","2019-02-21T18:48:10.732Z",,"Melbourne 123","Excel","complete",,,,"B","2"
"520","paste","2019-02-21T18:48:11.426Z","Area","Melbourne 123","Web","complete",,,,,
"520","clickButton","2019-02-21T18:48:15.220Z","OK",,"Web","complete",,,,,
"521","insertValue","2019-02-21T18:48:25.220Z","userID","ID1237","Web","complete",,,,,
"521","openFile","2019-02-21T18:48:33.078Z",,,"Excel","complete","Sheet1","data.xls",,,
"521","goToUrl","2019-02-21T18:48:41.188Z",,,"Web","complete",,,"www.webpage.com",,
"521","insertValue","2019-02-21T18:48:54.301Z","username","Frank01","Web","complete",,,,,
"521","insertValue","2019-02-21T18:48:58.299Z","password","LittleFrank123","Web","complete",,,,,
"521","clickButton","2019-02-21T18:49:01.673Z","confirm",,"Web","complete",,,,,
"521","waitResponse","2019-02-21T18:49:03.883Z",,,"Web","complete",,,"www.webpage.com/ok",,
"521","clickButton","2019-02-21T18:49:17.613Z","Button1",,"Web","complete",,,,,
"521","clickButton","2019-02-21T18:49:21.515Z","B2",,"Web","complete",,,,,
"521","insertValue","2019-02-21T18:49:24.577Z","Constant","182381","Web","complete",,,,,
"521","copy","2019-02-21T18:49:26.612Z",,"Au 58124829 XT","Excel","complete",,,,"B","1"
"521","paste","2019-02-21T18:49:30.481Z","Special code","Au 58124829 XT","Web","complete",,,,,
"521","copy","2019-02-21T18:49:32.931Z",,"Melbourne 123","Excel","complete",,,,"B","2"
"521","paste","2019-02-21T18:49:35.328Z","Area","Melbourne 123","Web","complete",,,,,
"521","clickButton","2019-02-21T18:49:38.415Z","OK",,"Web","complete",,,,,
"522","insertValue","2019-02-21T18:49:48.415Z","userID","ID1310","Web","complete",,,,,
"522","openFile","2019-02-21T18:49:56.568Z",,,"Excel","complete","Sheet1","data.xls",,,
"522","goToUrl","2019-02-21T18:50:18.701Z",,,"Web","complete",,,"www.webpage.com",,
"522","insertValue","2019-02-21T18:50:35.197Z","username","Frank01","Web","complete",,,,,
"522","insertValue","2019-02-21T18:50:46.581Z","password","LittleFrank123","Web","complete",,,,,
"522","clickButton","2019-02-21T18:50:54.791Z","confirm",,"Web","complete",,,,,
"522","waitResponse","2019-02-21T18:50:58.629Z",,,"Web","complete",,,"www.webpage.com/error",,
"522","copy","2019-02-21T18:51:11.865Z","userID","ID1310","Web","complete",,,,,
"522","paste","2019-02-21T18:51:15.391Z","newID","ID1310","Web","complete",,,,,
"522","clickButton","2019-02-21T18:51:17.735Z","B3",,"Web","complete",,,,,
"522","paste","2019-02-21T18:51:22.641Z",,"ID1310","Excel","complete",,,,"A","30"
"522","copy","2019-02-21T18:51:25.698Z",,"Melbourne 123","Excel","complete",,,,"B","2"
"522","paste","2019-02-21T18:51:29.040Z","Area","Melbourne 123","Web","complete",,,,,
"522","clickButton","2019-02-21T18:51:30.303Z","OK",,"Web","complete",,,,,
"523","insertValue","2019-02-21T18:51:40.303Z","userID","ID462","Web","complete",,,,,
"523","openFile","2019-02-21T18:51:51.054Z",,,"Excel","complete","Sheet1","data.xls",,,
"523","goToUrl","2019-02-21T18:51:55.572Z",,,"Web","complete",,,"www.webpage.com",,
"523","insertValue","2019-02-21T18:52:02.547Z","username","Frank01","Web","complete",,,,,
"523","insertValue","2019-02-21T18:52:06.441Z","password","LittleFrank123","Web","complete",,,,,
"523","clickButton","2019-02-21T18:52:18.155Z","confirm",,"Web","complete",,,,,
"523","waitResponse","2019-02-21T18:52:21.783Z",,,"Web","complete",,,"www.webpage.com/ok",,
"523","clickButton","2019-02-21T18:52:33.205Z","Button1",,"Web","complete",,,,,
"523","clickButton","2019-02-21T18:52:36.493Z","B2",,"Web","complete",,,,,
"523","insertValue","2019-02-21T18:52:39.520Z","Constant","182381","Web","complete",,,,,
"523","copy","2019-02-21T18:52:40.884Z",,"Au 58124829 XT","Excel","complete",,,,"B","1"
"523","paste","2019-02-21T18:52:43.261Z","Special code","Au 58124829 XT","Web","complete",,,,,
"523","copy","2019-02-21T18:52:46.237Z",,"Melbourne 123","Excel","complete",,,,"B","2"
"523","paste","2019-02-21T18:52:49.151Z","Area","Melbourne 123","Web","complete",,,,,
"523","clickButton","2019-02-21T18:52:52.271Z","OK",,"Web","complete",,,,,
"524","insertValue","2019-02-21T18:53:02.271Z","userID","ID667","Web","complete",,,,,
"524","openFile","2019-02-21T18:53:04.689Z",,,"Excel","complete","Sheet1","data.xls",,,
"524","goToUrl","2019-02-21T18:53:19.268Z",,,"Web","complete",,,"www.webpage.com",,
"524","insertValue","2019-02-21T18:53:27.111Z","username","Frank01","Web","complete",,,,,
"524","insertValue","2019-02-21T18:53:32.874Z","password","LittleFrank123","Web","complete",,,,,
"524","clickButton","2019-02-21T18:53:38.399Z","confirm",,"Web","complete",,,,,
"524","waitResponse","2019-02-21T18:53:40.847Z",,,"Web","complete",,,"www.webpage.com/wrong",,
"524","copy","2019-02-21T18:53:48.740Z","userID","ID667","Web","complete",,,,,
"524","paste","2019-02-21T18:53:53.089Z","newID","ID667","Web","complete",,,,,
"524","clickButton","2019-02-21T18:53:57.499Z","B3",,"Web","complete",,,,,
"524","paste","2019-02-21T18:54:00.408Z",,"ID667","Excel","complete",,,,"A","59"
"524","copy","2019-02-21T18:54:04.354Z",,"Melbourne 123","Excel","complete",,,,"B","2"
"524","paste","2019-02-21T18:54:09.330Z","Area","Melbourne 123","Web","complete",,,,,
"524","clickButton","2019-02-21T18:54:12.353Z","OK",,"Web","complete",,,,,
"525","insertValue","2019-02-21T18:54:22.353Z","userID","ID690","Web","complete",,,,,
"525","openFile","2019-02-21T18:54:26.896Z",,,"Excel","complete","Sheet1","data.xls",,,
"525","goToUrl","2019-02-21T18:54:33.571Z",,,"Web","complete",,,"www.webpage.com",,
"525","insertValue","2019-02-21T18:54:46.668Z","username","Frank01","Web","complete",,,,,
"525","insertValue","2019-02-21T18:54:50.756Z","password","LittleFrank123","Web","complete",,,,,
"525","clickButton","2019-02-21T18:55:05.074Z","confirm",,"Web","complete",,,,,
"525","waitResponse","2019-02-21T18:55:07.829Z",,,"Web","complete",,,"www.webpage.com/wrong",,
"525","copy","2019-02-21T18:55:15.710Z","userID","ID690","Web","complete",,,,,
"525","paste","2019-02-21T18:55:17.480Z","newID","ID690","Web","complete",,,,,
"525","clickButton","2019-02-21T18:55:19.243Z","B3",,"Web","complete",,,,,
"525","paste","2019-02-21T18:55:22.913Z",,"ID690","Excel","complete",,,,"A","44"
"525","copy","2019-02-21T18:55:27.450Z",,"Melbourne 123","Excel","complete",,,,"B","2"
"525","paste","2019-02-21T18:55:29.652Z","Area","Melbourne 123","Web","complete",,,,,
"525","clickButton","2019-02-21T18:55:34.161Z","OK",,"Web","complete",,,,,
"526","insertValue","2019-02-21T18:55:44.161Z","userID","ID440","Web","complete",,,,,
"526","openFile","2019-02-21T18:55:51.551Z",,,"Excel","complete","Sheet1","data.xls",,,
"526","goToUrl","2019-02-21T18:56:02.515Z",,,"Web","complete",,,"www.webpage.com",,
"526","insertValue","2019-02-21T18:56:05.726Z","username","Frank01","Web","complete",,,,,
"526","insertValue","2019-02-21T18:56:11.157Z","password","LittleFrank123","Web","complete",,,,,
"526","clickButton","2019-02-21T18:56:21.156Z","confirm",,"Web","complete",,,,,
"526","waitResponse","2019-02-21T18:56:23.678Z",,,"Web","complete",,,"www.webpage.com/wrong",,
"526","copy","2019-02-21T18:56:27.170Z","userID","ID440","Web","complete",,,,,
"526","paste","2019-02-21T18:56:29.991Z","newID","ID440","Web","complete",,,,,
"526","clickButton","2019-02-21T18:56:30.943Z","B3",,"Web","complete",,,,,
"526","paste","2019-02-21T18:56:32.716Z",,"ID440","Excel","complete",,,,"A","40"
"526","copy","2019-02-21T18:56:34.888Z",,"Melbourne 123","Excel","complete",,,,"B","2"
"526","paste","2019-02-21T18:56:38.339Z","Area","Melbourne 123","Web","complete",,,,,
"526","clickButton","2019-02-21T18:56:42.904Z","OK",,"Web","complete",,,,,
"527","insertValue","2019-02-21T18:56:52.904Z","userID","ID886","Web","complete",,,,,
"527","openFile","2019-02-21T18:56:55.512Z",,,"Excel","complete","Sheet1","data.xls",,,
"527","goToUrl","2019-02-21T18:56:55.512Z",,,"Web","complete",,,"www.webpage.com",,
"527","insertValue","2019-02-21T18:57:05.054Z","username","Frank01","Web","complete",,,,,
"527","insertValue","2019-02-21T18:57:12.586Z","password","LittleFrank123","Web","complete",,,,,
"527","clickButton","2019-02-21T18:57:19.812Z","confirm",,"Web","complete",,,,,
"527","waitResponse","2019-02-21T18:57:23.287Z",,,"Web","complete",,,"www.webpage.com/ok",,
"527","clickButton","2019-02-21T18:57:36.777Z","Button1",,"Web","complete",,,,,
"527","clickButton","2019-02-21T18:57:39.311Z","B2",,"Web","complete",,,,,
"527","insertValue","2019-02-21T18:57:43.060Z","Constant","182381","Web","complete",,,,,
"527","copy","2019-02-21T18:57:46.859Z",,"Au 58124829 XT","Excel","complete",,,,"B","1"
"527","paste","2019-02-21T18:57:47.912Z","Special code","Au 58124829 XT","Web","complete",,,,,
"527","copy","2019-02-21T18:57:50.180Z",,"Melbourne 123","Excel","complete",,,,"B","2"
"527","paste","2019-02-21T18:57:50.762Z","Area","Melbourne 123","Web","complete",,,,,
"527","clickButton","2019-02-21T18:57:52.806Z","OK",,"Web","complete",,,,,
"528","insertValue","2019-02-21T18:58:02.806Z","userID","ID1619","Web","complete",,,,,
"528","openFile","2019-02-21T18:58:02.806Z",,,"Excel","complete","Sheet1","data.xls",,,
"528","goToUrl","2019-02-21T18:58:07.419Z",,,"Web","complete",,,"www.webpage.com",,
"528","insertValue","2019-02-21T18:58:20.527Z","username","Frank01","Web","complete",,,,,
"528","insertValue","2019-02-21T18:58:20.699Z","password","LittleFrank123","Web","complete",,,,,
"528","clickButton","2019-02-21T18:58:32.314Z","confirm",,"Web","complete",,,,,
"528","waitResponse","2019-02-21T18:58:35.347Z",,,"Web","complete",,,"www.webpage.com/ok",,
"528","clickButton","2019-02-21T18:58:50.009Z","Button1",,"Web","complete",,,,,
"528","clickButton","2019-02-21T18:58:53.175Z","B2",,"Web","complete",,,,,
"528","insertValue","2019-02-21T18:58:55.247Z","Constant","182381","Web","complete",,,,,
"528","copy","2019-02-21T18:58:58.697Z",,"Au 58124829 XT","Excel","complete",,,,"B","1"
"528","paste","2019-02-21T18:59:00.521Z","Special code","Au 58124829 XT","Web","complete",,,,,
"528","copy","2019-02-21T18:59:03.189Z",,"Melbourne 123","Excel","complete",,,,"B","2"
"528","paste","2019-02-21T18:59:06.659Z","Area","Melbourne 123","Web","complete",,,,,
"528","clickButton","2019-02-21T18:59:11.115Z","OK",,"Web","complete",,,,,
"529","insertValue","2019-02-21T18:59:21.115Z","userID","ID744","Web","complete",,,,,
"529","openFile","2019-02-21T18:59:29.897Z",,,"Excel","complete","Sheet1","data.xls",,,
"529","goToUrl","2019-02-21T18:59:46.361Z",,,"Web","complete",,,"www.webpage.com",,
"529","insertValue","2019-02-21T18:59:55.109Z","username","Frank01","Web","complete",,,,,
"529","insertValue","2019-02-21T19:00:06.479Z","password","LittleFrank123","Web","complete",,,,,
"529","clickButton","2019-02-21T19:00:14.270Z","confirm",,"Web","complete",,,,,
"529","waitResponse","2019-02-21T19:00:16.807Z",,,"Web","complete",,,"www.webpage.com/ok",,
"529","clickButton","2019-02-21T19:00:16.807Z","Button1",,"Web","complete",,,,,
"529","clickButton","2019-02-21T19:00:20.501Z","B2",,"Web","complete",,,,,
"529","insertValue","2019-02-21T19:00:23.727Z","Constant","182381","Web","complete",,,,,
"529","copy","2019-02-21T19:00:26.885Z",,"Au 58124829 XT","Excel","complete",,,,"B","1"
"529","paste","2019-02-21T19:00:29.006Z","Special code","Au 58124829 XT","Web","complete",,,,,
"529","copy","2019-02-21T19:00:29.252Z",,"Melbourne 123","Excel","complete",,,,"B","2"
"529","paste","2019-02-21T19:00:33.581Z","Area","Melbourne 123","Web","complete",,,,,
"529","clickButton","2019-02-21T19:00:35.887Z","OK",,"Web","complete",,,,,
"530","insertValue","2019-02-21T19:00:45.887Z","userID","ID365","Web","complete",,,,,
"530","openFile","2019-02-21T19:00:50.825Z",,,"Excel","complete","Sheet1","data.xls",,,
"530","goToUrl","2019-02-21T19:00:55.821Z",,,"Web","complete",,,"www.webpage.com",,
"530","insertValue","2019-02-21T19:00:55.821Z","username","Frank01","Web","complete",,,,,
"530","insertValue","2019-02-21T19:01:04.811Z","password","LittleFrank123","Web","complete",,,,,
"530","clickButton","2019-02-21T19:01:11.738Z","confirm",,"Web","complete",,,,,
"530","waitResponse","2019-02-21T19:01:12.978Z",,,"Web","complete",,,"www.webpage.com/ok",,
"530","clickButton","2019-02-21T19:01:19.451Z","Button1",,"Web","complete",,,,,
"530","clickButton","2019-02-21T19:01:23.260Z","B2",,"Web","complete",,,,,
"530","insertValue","2019-02-21T19:01:26.818Z","Constant","182381","Web","complete",,,,,
"530","copy","2019-02-21T19:01:29.455Z",,"Au 58124829 XT","Excel","complete",,,,"B","1"
"530","paste","2019-02-21T19:01:32.910Z","Special code","Au 58124829 XT","Web","complete",,,,,
"530","copy","2019-02-21T19:01:34.204Z",,"Melbourne 123","Excel","complete",,,,"B","2"
"530","paste","2019-02-21T19:01:36.334Z","Area","Melbourne 123","Web","complete",,,,,
"530","clickButton","2019-02-21T19:01:36.902Z","OK",,"Web","complete",,,,,
"531","insertValue","2019-02-21T19:01:46.902Z","userID","ID100","Web","complete",,,,,
"531","openFile","2019-02-21T19:01:58.859Z",,,"Excel","complete","Sheet1","data.xls",,,
"531","goToUrl","2019-02-21T19:02:13.171Z",,,"Web","complete",,,"www.webpage.com",,
"531","insertValue","2019-02-21T19:02:28.052Z","username","Frank01","Web","complete",,,,,
"531","insertValue","2019-02-21T19:02:39.888Z","password","LittleFrank123","Web","complete",,,,,
"531","clickButton","2019-02-21T19:02:57.103Z","confirm",,"Web","complete",,,,,
"531","waitResponse","2019-02-21T19:03:00.986Z",,,"Web","complete",,,"www.webpage.com/ok",,
"531","clickButton","2019-02-21T19:03:05.737Z","Button1",,"Web","complete",,,,,
"531","clickButton","2019-02-21T19:03:08.705Z","B2",,"Web","complete",,,,,
"531","insertValue","2019-02-21T19:03:10.110Z","Constant","182381","Web","complete",,,,,
"531","copy","2019-02-21T19:03:11.752Z",,"Au 58124829 XT","Excel","complete",,,,"B","1"
"531","paste","2019-02-21T19:03:14.122Z","Special code","Au 58124829 XT","Web","complete",,,,,
"531","copy","2019-02-21T19:03:17.388Z",,"Melbourne 123","Excel","complete",,,,"B","2"
"531","paste","2019-02-21T19:03:19.490Z","Area","Melbourne 123","Web","complete",,,,,
"531","clickButton","2019-02-21T19:03:21.583Z","OK",,"Web","complete",,,,,
"532","insertValue","2019-02-21T19:03:31.583Z","userID","ID942","Web","complete",,,,,
"532","openFile","2019-02-21T19:03:39.090Z",,,"Excel","complete","Sheet1","data.xls",,,
"532","goToUrl","2019-02-21T19:03:41.729Z",,,"Web","complete",,,"www.webpage.com",,
"532","insertValue","2019-02-21T19:03:47.567Z","username","Frank01","Web","complete",,,,,
"532","insertValue","2019-02-21T19:03:54.780Z","password","LittleFrank123","Web","complete",,,,,
"532","clickButton","2019-02-21T19:04:04.079Z","confirm",,"Web","complete",,,,,
"532","waitResponse","2019-02-21T19:04:07.874Z",,,"Web","complete",,,"www.webpage.com/error",,
"532","copy","2019-02-21T19:04:14.915Z","userID","ID942","Web","complete",,,,,
"532","paste","2019-02-21T19:04:18.309Z","newID","ID942","Web","complete",,,,,
"532","clickButton","2019-02-21T19:04:23.296Z","B3",,"Web","complete",,,,,
"532","paste","2019-02-21T19:04:25.955Z",,"ID942","Excel","complete",,,,"A","89"
"532","copy","2019-02-21T19:04:30.120Z",,"Melbourne 123","Excel","complete",,,,"B","2"
"532","paste","2019-02-21T19:04:33.257Z","Area","Melbourne 123","Web","complete",,,,,
"532","clickButton","2019-02-21T19:04:36.679Z","OK",,"Web","complete",,,,,
"533","insertValue","2019-02-21T19:04:46.679Z","userID","ID824","Web","complete",,,,,
"533","openFile","2019-02-21T19:04:46.679Z",,,"Excel","complete","Sheet1","data.xls",,,
"533","goToUrl","2019-02-21T19:05:01.767Z",,,"Web","complete",,,"www.webpage.com",,
"533","insertValue","2019-02-21T19:05:04.598Z","username","Frank01","Web","complete",,,,,
"533","insertValue","2019-02-21T19:05:07.835Z","password","LittleFrank123","Web","complete",,,,,
"533","clickButton","2019-02-21T19:05:11.618Z","confirm",,"Web","complete",,,,,
"533","waitResponse","2019-02-21T19:05:12.781Z",,,"Web","complete",,,"www.webpage.com/ok",,
"533","clickButton","2019-02-21T19:05:30.337Z","Button1",,"Web","complete",,,,,
"533","clickButton","2019-02-21T19:05:32.189Z","B2",,"Web","complete",,,,,
"533","insertValue","2019-02-21T19:05:37.893Z","Constant","182381","Web","complete",,,,,
"533","copy","2019-02-21T19:05:41.349Z",,"Au 58124829 XT","Excel","complete",,,,"B","1"
"533","paste","2019-02-21T19:05:44.289Z","Special code","Au 58124829 XT","Web","complete",,,,,
"533","copy","2019-02-21T19:05:47.616Z",,"Melbourne 123","Excel","complete",,,,"B","2"
"533","paste","2019-02-21T19:05:49.654Z","Area","Melbourne 123","Web","complete",,,,,
"533","clickButton","2019-02-21T19:05:51.325Z","OK",,"Web","complete",,,,,
"534","insertValue","2019-02-21T19:06:01.325Z","userID","ID1468","Web","complete",,,,,
"534","openFile","2019-02-21T19:06:06.107Z",,,"Excel","complete","Sheet1","data.xls",,,
"534","goToUrl","2019-02-21T19:06:16.219Z",,,"Web","complete",,,"www.webpage.com",,
"534","insertValue","2019-02-21T19:06:29.807Z","username","Frank01","Web","complete",,,,,
"534","insertValue","2019-02-21T19:06:38.896Z","password","LittleFrank123","Web","complete",,,,,
"534","clickButton","2019-02-21T19:06:48.925Z","confirm",,"Web","complete",,,,,
"534","waitResponse","2019-02-21T19:06:52.432Z",,,"Web","complete",,,"www.webpage.com/ok",,
"534","clickButton","2019-02-21T19:06:52.432Z","Button1",,"Web","complete",,,,,
"534","clickButton","2019-02-21T19:06:53.862Z","B2",,"Web","complete",,,,,
