"caseID","eventType","timeStamp","Label","source","lifecycle:transition","Value","Key","ref","FilePath","FileExtension","NameFile","Column","Row"
"563","insertValue","2019-03-05T21:14:34.687Z","address","Web","complete","addA1313addB688",,,,,,,
"563","insertValue","2019-03-05T21:14:43.874Z","country","Web","complete","Country195",,,,,,,
"563","clickButton","2019-03-05T21:14:59.606Z","UnbindFile","Web","complete",,,,,,,,
"563","clickButton","2019-03-05T21:15:01.971Z","OK","Web","complete",,,,,,,,
"563","clickButton","2019-03-05T21:15:06.160Z","Confirm","Web","complete",,,,,,,,
"564","clickButton","2019-03-05T21:15:20.787Z","Clients","Web","complete",,,,,,,,
"564","insertValue","2019-03-05T21:15:22.970Z","clientID","Web","complete","ID1679",,,,,,,
"564","pressKey","2019-03-05T21:15:32.653Z",,"Web","complete",,"enter",,,,,,
"564","clickButton","2019-03-05T21:15:37.153Z","update","Web","complete",,,"ID1679",,,,,
"564","insertValue","2019-03-05T21:15:39.682Z","address","Web","complete","addA304addB95",,,,,,,
"564","insertValue","2019-03-05T21:15:48.261Z","country","Web","complete","Australia",,,,,,,
"564","openFile","2019-03-05T21:15:49.768Z",,"Excel","complete",,,,"C:/Customers/Australia/","xls","ID1679",,
"564","copy","2019-03-05T21:15:58.912Z","address","Web","complete","addB95",,,,,,,
"564","paste","2019-03-05T21:16:08.081Z",,"Excel","complete","addB95",,,,,,"A","5"
"564","saveFile","2019-03-05T21:16:11.957Z","save","Excel","complete",,,,,,,,
"564","clickButton","2019-03-05T21:16:16.676Z","ConfirmWithFile","Web","complete",,,,,,,,
"565","clickButton","2019-03-05T21:16:29.387Z","Clients","Web","complete",,,,,,,,
"565","insertValue","2019-03-05T21:16:32.755Z","clientID","Web","complete","ID321",,,,,,,
"565","pressKey","2019-03-05T21:16:41.179Z",,"Web","complete",,"enter",,,,,,
"565","clickButton","2019-03-05T21:16:43.491Z","update","Web","complete",,,"ID321",,,,,
"565","insertValue","2019-03-05T21:16:47.604Z","address","Web","complete","addA1730addB495",,,,,,,
"565","insertValue","2019-03-05T21:16:56.665Z","country","Web","complete","Australia",,,,,,,
"565","openFile","2019-03-05T21:17:00.173Z",,"Excel","complete",,,,"C:/Customers/Australia/","xls","ID321",,
"565","copy","2019-03-05T21:17:10.981Z","address","Web","complete","addB495",,,,,,,
"565","paste","2019-03-05T21:17:12.418Z",,"Excel","complete","addB495",,,,,,"A","5"
"565","saveFile","2019-03-05T21:17:14.692Z","save","Excel","complete",,,,,,,,
"565","clickButton","2019-03-05T21:17:19.291Z","ConfirmWithFile","Web","complete",,,,,,,,
"566","clickButton","2019-03-05T21:17:34.935Z","Clients","Web","complete",,,,,,,,
"566","insertValue","2019-03-05T21:17:37.573Z","clientID","Web","complete","ID1873",,,,,,,
"566","pressKey","2019-03-05T21:17:44.347Z",,"Web","complete",,"enter",,,,,,
"566","clickButton","2019-03-05T21:17:46.832Z","update","Web","complete",,,"ID1873",,,,,
"566","insertValue","2019-03-05T21:17:49.097Z","address","Web","complete","addA110addB153",,,,,,,
"566","insertValue","2019-03-05T21:18:09.755Z","country","Web","complete","Australia",,,,,,,
"566","openFile","2019-03-05T21:18:23.706Z",,"Excel","complete",,,,"C:/Customers/Australia/","xls","ID1873",,
"566","copy","2019-03-05T21:18:36.152Z","address","Web","complete","addB153",,,,,,,
"566","paste","2019-03-05T21:18:46.673Z",,"Excel","complete","addB153",,,,,,"A","5"
"566","saveFile","2019-03-05T21:18:49.995Z","save","Excel","complete",,,,,,,,
"566","clickButton","2019-03-05T21:18:52.432Z","ConfirmWithFile","Web","complete",,,,,,,,
"567","clickButton","2019-03-05T21:19:05.681Z","Clients","Web","complete",,,,,,,,
"567","insertValue","2019-03-05T21:19:07.616Z","clientID","Web","complete","ID329",,,,,,,
"567","pressKey","2019-03-05T21:19:23.821Z",,"Web","complete",,"enter",,,,,,
"567","clickButton","2019-03-05T21:19:28.336Z","update","Web","complete",,,"ID329",,,,,
"567","insertValue","2019-03-05T21:19:31.887Z","address","Web","complete","addA851addB1339",,,,,,,
"567","insertValue","2019-03-05T21:19:41.781Z","country","Web","complete","Country22",,,,,,,
"567","clickButton","2019-03-05T21:20:01.079Z","UnbindFile","Web","complete",,,,,,,,
"567","clickButton","2019-03-05T21:20:02.820Z","OK","Web","complete",,,,,,,,
"567","clickButton","2019-03-05T21:20:06.179Z","Confirm","Web","complete",,,,,,,,
"568","clickButton","2019-03-05T21:20:20.510Z","Clients","Web","complete",,,,,,,,
"568","insertValue","2019-03-05T21:20:24.062Z","clientID","Web","complete","ID595",,,,,,,
"568","pressKey","2019-03-05T21:20:34.724Z",,"Web","complete",,"enter",,,,,,
"568","clickButton","2019-03-05T21:20:38.331Z","update","Web","complete",,,"ID595",,,,,
"568","insertValue","2019-03-05T21:20:40.682Z","address","Web","complete","addA1301addB1428",,,,,,,
"568","insertValue","2019-03-05T21:20:49.555Z","country","Web","complete","Country92",,,,,,,
"568","clickButton","2019-03-05T21:20:59.098Z","UnbindFile","Web","complete",,,,,,,,
"568","clickButton","2019-03-05T21:21:01.643Z","OK","Web","complete",,,,,,,,
"568","clickButton","2019-03-05T21:21:06.657Z","Confirm","Web","complete",,,,,,,,
"569","clickButton","2019-03-05T21:21:19.792Z","Clients","Web","complete",,,,,,,,
"569","insertValue","2019-03-05T21:21:23.328Z","clientID","Web","complete","ID1766",,,,,,,
"569","pressKey","2019-03-05T21:21:34.774Z",,"Web","complete",,"enter",,,,,,
"569","clickButton","2019-03-05T21:21:35.960Z","update","Web","complete",,,"ID1766",,,,,
"569","insertValue","2019-03-05T21:21:38.825Z","address","Web","complete","addA196addB531",,,,,,,
"569","insertValue","2019-03-05T21:21:39.813Z","country","Web","complete","Australia",,,,,,,
"569","openFile","2019-03-05T21:21:46.216Z",,"Excel","complete",,,,"C:/Customers/Australia/","xls","ID1766",,
"569","copy","2019-03-05T21:21:47.496Z","address","Web","complete","addB531",,,,,,,
"569","paste","2019-03-05T21:22:05.275Z",,"Excel","complete","addB531",,,,,,"A","5"
"569","saveFile","2019-03-05T21:22:08.765Z","save","Excel","complete",,,,,,,,
"569","clickButton","2019-03-05T21:22:10.699Z","ConfirmWithFile","Web","complete",,,,,,,,
"570","clickButton","2019-03-05T21:22:23.154Z","Clients","Web","complete",,,,,,,,
"570","insertValue","2019-03-05T21:22:26.785Z","clientID","Web","complete","ID29",,,,,,,
"570","pressKey","2019-03-05T21:22:31.436Z",,"Web","complete",,"enter",,,,,,
"570","clickButton","2019-03-05T21:22:35.330Z","update","Web","complete",,,"ID29",,,,,
"570","insertValue","2019-03-05T21:22:37.302Z","address","Web","complete","addA698addB1645",,,,,,,
"570","insertValue","2019-03-05T21:22:51.326Z","country","Web","complete","Australia",,,,,,,
"570","openFile","2019-03-05T21:23:04.294Z",,"Excel","complete",,,,"C:/Customers/Australia/","xls","ID29",,
"570","copy","2019-03-05T21:23:09.351Z","address","Web","complete","addB1645",,,,,,,
"570","paste","2019-03-05T21:23:20.481Z",,"Excel","complete","addB1645",,,,,,"A","5"
"570","saveFile","2019-03-05T21:23:24.698Z","save","Excel","complete",,,,,,,,
"570","clickButton","2019-03-05T21:23:27.670Z","ConfirmWithFile","Web","complete",,,,,,,,
"571","clickButton","2019-03-05T21:23:41.473Z","Clients","Web","complete",,,,,,,,
"571","insertValue","2019-03-05T21:23:43.128Z","clientID","Web","complete","ID746",,,,,,,
"571","pressKey","2019-03-05T21:23:53.004Z",,"Web","complete",,"enter",,,,,,
"571","clickButton","2019-03-05T21:23:55.602Z","update","Web","complete",,,"ID746",,,,,
"571","insertValue","2019-03-05T21:23:58.876Z","address","Web","complete","addA158addB880",,,,,,,
"571","insertValue","2019-03-05T21:24:09.406Z","country","Web","complete","Australia",,,,,,,
"571","openFile","2019-03-05T21:24:18.728Z",,"Excel","complete",,,,"C:/Customers/Australia/","xls","ID746",,
"571","copy","2019-03-05T21:24:25.032Z","address","Web","complete","addB880",,,,,,,
"571","paste","2019-03-05T21:24:25.859Z",,"Excel","complete","addB880",,,,,,"A","5"
"571","saveFile","2019-03-05T21:24:27.807Z","save","Excel","complete",,,,,,,,
"571","clickButton","2019-03-05T21:24:30.328Z","ConfirmWithFile","Web","complete",,,,,,,,
"572","clickButton","2019-03-05T21:24:42.070Z","Clients","Web","complete",,,,,,,,
"572","insertValue","2019-03-05T21:24:43.863Z","clientID","Web","complete","ID1017",,,,,,,
"572","pressKey","2019-03-05T21:25:02.397Z",,"Web","complete",,"enter",,,,,,
"572","clickButton","2019-03-05T21:25:05.691Z","update","Web","complete",,,"ID1017",,,,,
"572","insertValue","2019-03-05T21:25:08.585Z","address","Web","complete","addA1310addB732",,,,,,,
"572","insertValue","2019-03-05T21:25:13.632Z","country","Web","complete","Country150",,,,,,,
"572","clickButton","2019-03-05T21:25:15.186Z","UnbindFile","Web","complete",,,,,,,,
"572","clickButton","2019-03-05T21:25:17.821Z","OK","Web","complete",,,,,,,,
"572","clickButton","2019-03-05T21:25:20.346Z","Confirm","Web","complete",,,,,,,,
"573","clickButton","2019-03-05T21:25:33.010Z","Clients","Web","complete",,,,,,,,
"573","insertValue","2019-03-05T21:25:37.131Z","clientID","Web","complete","ID1870",,,,,,,
"573","pressKey","2019-03-05T21:25:51.364Z",,"Web","complete",,"enter",,,,,,
"573","clickButton","2019-03-05T21:25:56.973Z","update","Web","complete",,,"ID1870",,,,,
"573","insertValue","2019-03-05T21:26:00.567Z","address","Web","complete","addA363addB926",,,,,,,
"573","insertValue","2019-03-05T21:26:13.295Z","country","Web","complete","Australia",,,,,,,
"573","openFile","2019-03-05T21:26:13.295Z",,"Excel","complete",,,,"C:/Customers/Australia/","xls","ID1870",,
"573","copy","2019-03-05T21:26:18.061Z","address","Web","complete","addB926",,,,,,,
"573","paste","2019-03-05T21:26:22.439Z",,"Excel","complete","addB926",,,,,,"A","5"
"573","saveFile","2019-03-05T21:26:25.137Z","save","Excel","complete",,,,,,,,
"573","clickButton","2019-03-05T21:26:26.223Z","ConfirmWithFile","Web","complete",,,,,,,,
"574","clickButton","2019-03-05T21:26:37.741Z","Clients","Web","complete",,,,,,,,
"574","insertValue","2019-03-05T21:26:40.894Z","clientID","Web","complete","ID402",,,,,,,
"574","pressKey","2019-03-05T21:26:55.425Z",,"Web","complete",,"enter",,,,,,
"574","clickButton","2019-03-05T21:26:57.022Z","update","Web","complete",,,"ID402",,,,,
"574","insertValue","2019-03-05T21:26:59.497Z","address","Web","complete","addA1314addB881",,,,,,,
"574","insertValue","2019-03-05T21:27:03.818Z","country","Web","complete","Australia",,,,,,,
"574","openFile","2019-03-05T21:27:10.644Z",,"Excel","complete",,,,"C:/Customers/Australia/","xls","ID402",,
"574","copy","2019-03-05T21:27:17.642Z","address","Web","complete","addB881",,,,,,,
"574","paste","2019-03-05T21:27:21.522Z",,"Excel","complete","addB881",,,,,,"A","5"
"574","saveFile","2019-03-05T21:27:24.672Z","save","Excel","complete",,,,,,,,
"574","clickButton","2019-03-05T21:27:28.120Z","ConfirmWithFile","Web","complete",,,,,,,,
"575","clickButton","2019-03-05T21:27:41.378Z","Clients","Web","complete",,,,,,,,
"575","insertValue","2019-03-05T21:27:44.262Z","clientID","Web","complete","ID1689",,,,,,,
"575","pressKey","2019-03-05T21:27:45.901Z",,"Web","complete",,"enter",,,,,,
"575","clickButton","2019-03-05T21:27:49.345Z","update","Web","complete",,,"ID1689",,,,,
"575","insertValue","2019-03-05T21:27:52.761Z","address","Web","complete","addA1549addB851",,,,,,,
"575","insertValue","2019-03-05T21:28:05.444Z","country","Web","complete","Country167",,,,,,,
"575","clickButton","2019-03-05T21:28:20.568Z","UnbindFile","Web","complete",,,,,,,,
"575","clickButton","2019-03-05T21:28:23.728Z","OK","Web","complete",,,,,,,,
"575","clickButton","2019-03-05T21:28:26.781Z","Confirm","Web","complete",,,,,,,,
"576","clickButton","2019-03-05T21:28:39.648Z","Clients","Web","complete",,,,,,,,
"576","insertValue","2019-03-05T21:28:43.612Z","clientID","Web","complete","ID619",,,,,,,
"576","pressKey","2019-03-05T21:28:55.984Z",,"Web","complete",,"enter",,,,,,
"576","clickButton","2019-03-05T21:28:58.472Z","update","Web","complete",,,"ID619",,,,,
"576","insertValue","2019-03-05T21:29:00.818Z","address","Web","complete","addA1790addB598",,,,,,,
"576","insertValue","2019-03-05T21:29:04.983Z","country","Web","complete","Australia",,,,,,,
"576","openFile","2019-03-05T21:29:10.222Z",,"Excel","complete",,,,"C:/Customers/Australia/","xls","ID619",,
"576","copy","2019-03-05T21:29:20.506Z","address","Web","complete","addB598",,,,,,,
"576","paste","2019-03-05T21:29:21.728Z",,"Excel","complete","addB598",,,,,,"A","5"
"576","saveFile","2019-03-05T21:29:24.686Z","save","Excel","complete",,,,,,,,
"576","clickButton","2019-03-05T21:29:29.212Z","ConfirmWithFile","Web","complete",,,,,,,,
"577","clickButton","2019-03-05T21:29:44.355Z","Clients","Web","complete",,,,,,,,
"577","insertValue","2019-03-05T21:29:48.075Z","clientID","Web","complete","ID1061",,,,,,,
"577","pressKey","2019-03-05T21:29:58.952Z",,"Web","complete",,"enter",,,,,,
"577","clickButton","2019-03-05T21:30:00.294Z","update","Web","complete",,,"ID1061",,,,,
"577","insertValue","2019-03-05T21:30:03.807Z","address","Web","complete","addA761addB727",,,,,,,
"577","insertValue","2019-03-05T21:30:08.425Z","country","Web","complete","Country134",,,,,,,
"577","clickButton","2019-03-05T21:30:15.140Z","UnbindFile","Web","complete",,,,,,,,
"577","clickButton","2019-03-05T21:30:17.099Z","OK","Web","complete",,,,,,,,
"577","clickButton","2019-03-05T21:30:20.154Z","Confirm","Web","complete",,,,,,,,
"578","clickButton","2019-03-05T21:30:32.734Z","Clients","Web","complete",,,,,,,,
"578","insertValue","2019-03-05T21:30:36.635Z","clientID","Web","complete","ID601",,,,,,,
"578","pressKey","2019-03-05T21:30:45.611Z",,"Web","complete",,"enter",,,,,,
"578","clickButton","2019-03-05T21:30:48.616Z","update","Web","complete",,,"ID601",,,,,
"578","insertValue","2019-03-05T21:30:50.936Z","address","Web","complete","addA1595addB1747",,,,,,,
"578","insertValue","2019-03-05T21:31:06.365Z","country","Web","complete","Country132",,,,,,,
"578","clickButton","2019-03-05T21:31:15.819Z","UnbindFile","Web","complete",,,,,,,,
"578","clickButton","2019-03-05T21:31:18.535Z","OK","Web","complete",,,,,,,,
"578","clickButton","2019-03-05T21:31:22.039Z","Confirm","Web","complete",,,,,,,,
"579","clickButton","2019-03-05T21:31:35.251Z","Clients","Web","complete",,,,,,,,
"579","insertValue","2019-03-05T21:31:38.870Z","clientID","Web","complete","ID410",,,,,,,
"579","pressKey","2019-03-05T21:31:55.387Z",,"Web","complete",,"enter",,,,,,
"579","clickButton","2019-03-05T21:31:57.606Z","update","Web","complete",,,"ID410",,,,,
"579","insertValue","2019-03-05T21:32:00.350Z","address","Web","complete","addA1034addB968",,,,,,,
"579","insertValue","2019-03-05T21:32:08.860Z","country","Web","complete","Country95",,,,,,,
"579","clickButton","2019-03-05T21:32:20.549Z","UnbindFile","Web","complete",,,,,,,,
"579","clickButton","2019-03-05T21:32:23.549Z","OK","Web","complete",,,,,,,,
"579","clickButton","2019-03-05T21:32:27.880Z","Confirm","Web","complete",,,,,,,,
"580","clickButton","2019-03-05T21:32:40.312Z","Clients","Web","complete",,,,,,,,
"580","insertValue","2019-03-05T21:32:43.307Z","clientID","Web","complete","ID330",,,,,,,
"580","pressKey","2019-03-05T21:32:49.184Z",,"Web","complete",,"enter",,,,,,
"580","clickButton","2019-03-05T21:32:51.347Z","update","Web","complete",,,"ID330",,,,,
"580","insertValue","2019-03-05T21:32:54.088Z","address","Web","complete","addA1727addB262",,,,,,,
"580","insertValue","2019-03-05T21:33:03.182Z","country","Web","complete","Country8",,,,,,,
"580","clickButton","2019-03-05T21:33:03.746Z","UnbindFile","Web","complete",,,,,,,,
"580","clickButton","2019-03-05T21:33:06.663Z","OK","Web","complete",,,,,,,,
"580","clickButton","2019-03-05T21:33:09.025Z","Confirm","Web","complete",,,,,,,,
"581","clickButton","2019-03-05T21:33:23.018Z","Clients","Web","complete",,,,,,,,
"581","insertValue","2019-03-05T21:33:23.727Z","clientID","Web","complete","ID1236",,,,,,,
"581","pressKey","2019-03-05T21:33:30.609Z",,"Web","complete",,"enter",,,,,,
"581","clickButton","2019-03-05T21:33:33.820Z","update","Web","complete",,,"ID1236",,,,,
"581","insertValue","2019-03-05T21:33:38.437Z","address","Web","complete","addA1282addB1268",,,,,,,
"581","insertValue","2019-03-05T21:33:42.736Z","country","Web","complete","Australia",,,,,,,
"581","openFile","2019-03-05T21:33:56.419Z",,"Excel","complete",,,,"C:/Customers/Australia/","xls","ID1236",,
"581","copy","2019-03-05T21:34:01.771Z","address","Web","complete","addB1268",,,,,,,
"581","paste","2019-03-05T21:34:12.611Z",,"Excel","complete","addB1268",,,,,,"A","5"
"581","saveFile","2019-03-05T21:34:14.059Z","save","Excel","complete",,,,,,,,
"581","clickButton","2019-03-05T21:34:15.641Z","ConfirmWithFile","Web","complete",,,,,,,,
"582","clickButton","2019-03-05T21:34:28.683Z","Clients","Web","complete",,,,,,,,
"582","insertValue","2019-03-05T21:34:31.312Z","clientID","Web","complete","ID1068",,,,,,,
"582","pressKey","2019-03-05T21:34:38.180Z",,"Web","complete",,"enter",,,,,,
"582","clickButton","2019-03-05T21:34:41.595Z","update","Web","complete",,,"ID1068",,,,,
"582","insertValue","2019-03-05T21:34:44.258Z","address","Web","complete","addA14addB1950",,,,,,,
"582","insertValue","2019-03-05T21:35:00.143Z","country","Web","complete","Country39",,,,,,,
"582","clickButton","2019-03-05T21:35:10.343Z","UnbindFile","Web","complete",,,,,,,,
"582","clickButton","2019-03-05T21:35:12.366Z","OK","Web","complete",,,,,,,,
"582","clickButton","2019-03-05T21:35:15.166Z","Confirm","Web","complete",,,,,,,,
"583","clickButton","2019-03-05T21:35:28.495Z","Clients","Web","complete",,,,,,,,
"583","insertValue","2019-03-05T21:35:29.456Z","clientID","Web","complete","ID1441",,,,,,,
"583","pressKey","2019-03-05T21:35:44.374Z",,"Web","complete",,"enter",,,,,,
"583","clickButton","2019-03-05T21:35:45.399Z","update","Web","complete",,,"ID1441",,,,,
"583","insertValue","2019-03-05T21:35:47.591Z","address","Web","complete","addA1342addB964",,,,,,,
"583","insertValue","2019-03-05T21:35:57.727Z","country","Web","complete","Country86",,,,,,,
"583","clickButton","2019-03-05T21:36:05.692Z","UnbindFile","Web","complete",,,,,,,,
"583","clickButton","2019-03-05T21:36:08.814Z","OK","Web","complete",,,,,,,,
"583","clickButton","2019-03-05T21:36:12.041Z","Confirm","Web","complete",,,,,,,,
"584","clickButton","2019-03-05T21:36:26.206Z","Clients","Web","complete",,,,,,,,
"584","insertValue","2019-03-05T21:36:29.311Z","clientID","Web","complete","ID1465",,,,,,,
"584","pressKey","2019-03-05T21:36:35.487Z",,"Web","complete",,"enter",,,,,,
"584","clickButton","2019-03-05T21:36:39.204Z","update","Web","complete",,,"ID1465",,,,,
"584","insertValue","2019-03-05T21:36:41.675Z","address","Web","complete","addA290addB741",,,,,,,
"584","insertValue","2019-03-05T21:36:46.566Z","country","Web","complete","Country10",,,,,,,
"584","clickButton","2019-03-05T21:36:54.508Z","UnbindFile","Web","complete",,,,,,,,
"584","clickButton","2019-03-05T21:36:58.299Z","OK","Web","complete",,,,,,,,
"584","clickButton","2019-03-05T21:37:02.145Z","Confirm","Web","complete",,,,,,,,
"585","clickButton","2019-03-05T21:37:14.713Z","Clients","Web","complete",,,,,,,,
"585","insertValue","2019-03-05T21:37:17.278Z","clientID","Web","complete","ID222",,,,,,,
"585","pressKey","2019-03-05T21:37:30.732Z",,"Web","complete",,"enter",,,,,,
"585","clickButton","2019-03-05T21:37:34.476Z","update","Web","complete",,,"ID222",,,,,
"585","insertValue","2019-03-05T21:37:39.935Z","address","Web","complete","addA886addB1786",,,,,,,
"585","insertValue","2019-03-05T21:37:42.102Z","country","Web","complete","Country12",,,,,,,
"585","clickButton","2019-03-05T21:37:49.689Z","UnbindFile","Web","complete",,,,,,,,
"585","clickButton","2019-03-05T21:37:52.629Z","OK","Web","complete",,,,,,,,
"585","clickButton","2019-03-05T21:37:55.328Z","Confirm","Web","complete",,,,,,,,
"586","clickButton","2019-03-05T21:38:07.968Z","Clients","Web","complete",,,,,,,,
"586","insertValue","2019-03-05T21:38:10.170Z","clientID","Web","complete","ID1241",,,,,,,
"586","pressKey","2019-03-05T21:38:14.798Z",,"Web","complete",,"enter",,,,,,
"586","clickButton","2019-03-05T21:38:19.232Z","update","Web","complete",,,"ID1241",,,,,
"586","insertValue","2019-03-05T21:38:22.141Z","address","Web","complete","addA1815addB547",,,,,,,
"586","insertValue","2019-03-05T21:38:32.726Z","country","Web","complete","Australia",,,,,,,
"586","openFile","2019-03-05T21:38:50.065Z",,"Excel","complete",,,,"C:/Customers/Australia/","xls","ID1241",,
"586","copy","2019-03-05T21:39:00.695Z","address","Web","complete","addB547",,,,,,,
"586","paste","2019-03-05T21:39:12.877Z",,"Excel","complete","addB547",,,,,,"A","5"
"586","saveFile","2019-03-05T21:39:16.923Z","save","Excel","complete",,,,,,,,
"586","clickButton","2019-03-05T21:39:18.543Z","ConfirmWithFile","Web","complete",,,,,,,,
"587","clickButton","2019-03-05T21:39:30.359Z","Clients","Web","complete",,,,,,,,
"587","insertValue","2019-03-05T21:39:33.510Z","clientID","Web","complete","ID1367",,,,,,,
"587","pressKey","2019-03-05T21:39:48.331Z",,"Web","complete",,"enter",,,,,,
"587","clickButton","2019-03-05T21:39:54.063Z","update","Web","complete",,,"ID1367",,,,,
"587","insertValue","2019-03-05T21:39:56.495Z","address","Web","complete","addA115addB524",,,,,,,
"587","insertValue","2019-03-05T21:40:08.186Z","country","Web","complete","Australia",,,,,,,
"587","openFile","2019-03-05T21:40:15.391Z",,"Excel","complete",,,,"C:/Customers/Australia/","xls","ID1367",,
"587","copy","2019-03-05T21:40:23.138Z","address","Web","complete","addB524",,,,,,,
"587","paste","2019-03-05T21:40:31.512Z",,"Excel","complete","addB524",,,,,,"A","5"
"587","saveFile","2019-03-05T21:40:34.461Z","save","Excel","complete",,,,,,,,
"587","clickButton","2019-03-05T21:40:37.427Z","ConfirmWithFile","Web","complete",,,,,,,,
"588","clickButton","2019-03-05T21:40:49.864Z","Clients","Web","complete",,,,,,,,
"588","insertValue","2019-03-05T21:40:51.256Z","clientID","Web","complete","ID943",,,,,,,
"588","pressKey","2019-03-05T21:40:58.627Z",,"Web","complete",,"enter",,,,,,
"588","clickButton","2019-03-05T21:41:02.690Z","update","Web","complete",,,"ID943",,,,,
"588","insertValue","2019-03-05T21:41:05.421Z","address","Web","complete","addA1224addB266",,,,,,,
"588","insertValue","2019-03-05T21:41:16.927Z","country","Web","complete","Australia",,,,,,,
"588","openFile","2019-03-05T21:41:30.898Z",,"Excel","complete",,,,"C:/Customers/Australia/","xls","ID943",,
"588","copy","2019-03-05T21:41:42.733Z","address","Web","complete","addB266",,,,,,,
"588","paste","2019-03-05T21:41:47.505Z",,"Excel","complete","addB266",,,,,,"A","5"
"588","saveFile","2019-03-05T21:41:50.248Z","save","Excel","complete",,,,,,,,
"588","clickButton","2019-03-05T21:41:51.552Z","ConfirmWithFile","Web","complete",,,,,,,,
"589","clickButton","2019-03-05T21:42:04.328Z","Clients","Web","complete",,,,,,,,
"589","insertValue","2019-03-05T21:42:07.271Z","clientID","Web","complete","ID1434",,,,,,,
"589","pressKey","2019-03-05T21:42:20.929Z",,"Web","complete",,"enter",,,,,,
"589","clickButton","2019-03-05T21:42:25.057Z","update","Web","complete",,,"ID1434",,,,,
"589","insertValue","2019-03-05T21:42:28.879Z","address","Web","complete","addA367addB289",,,,,,,
"589","insertValue","2019-03-05T21:42:34.534Z","country","Web","complete","Country106",,,,,,,
"589","clickButton","2019-03-05T21:42:50.368Z","UnbindFile","Web","complete",,,,,,,,
"589","clickButton","2019-03-05T21:42:53.132Z","OK","Web","complete",,,,,,,,
"589","clickButton","2019-03-05T21:42:56.967Z","Confirm","Web","complete",,,,,,,,
"590","clickButton","2019-03-05T21:43:10.134Z","Clients","Web","complete",,,,,,,,
"590","insertValue","2019-03-05T21:43:13.820Z","clientID","Web","complete","ID15",,,,,,,
"590","pressKey","2019-03-05T21:43:23.359Z",,"Web","complete",,"enter",,,,,,
"590","clickButton","2019-03-05T21:43:28.509Z","update","Web","complete",,,"ID15",,,,,
"590","insertValue","2019-03-05T21:43:30.434Z","address","Web","complete","addA566addB326",,,,,,,
"590","insertValue","2019-03-05T21:43:38.496Z","country","Web","complete","Country106",,,,,,,
"590","clickButton","2019-03-05T21:43:45.287Z","UnbindFile","Web","complete",,,,,,,,
"590","clickButton","2019-03-05T21:43:47.975Z","OK","Web","complete",,,,,,,,
"590","clickButton","2019-03-05T21:43:51.771Z","Confirm","Web","complete",,,,,,,,
"591","clickButton","2019-03-05T21:44:04.758Z","Clients","Web","complete",,,,,,,,
"591","insertValue","2019-03-05T21:44:09.731Z","clientID","Web","complete","ID528",,,,,,,
"591","pressKey","2019-03-05T21:44:17.770Z",,"Web","complete",,"enter",,,,,,
"591","clickButton","2019-03-05T21:44:20.190Z","update","Web","complete",,,"ID528",,,,,
"591","insertValue","2019-03-05T21:44:22.428Z","address","Web","complete","addA553addB1080",,,,,,,
"591","insertValue","2019-03-05T21:44:30.746Z","country","Web","complete","Country72",,,,,,,
"591","clickButton","2019-03-05T21:44:30.746Z","UnbindFile","Web","complete",,,,,,,,
"591","clickButton","2019-03-05T21:44:33.567Z","OK","Web","complete",,,,,,,,
"591","clickButton","2019-03-05T21:44:35.778Z","Confirm","Web","complete",,,,,,,,
"592","clickButton","2019-03-05T21:44:48.501Z","Clients","Web","complete",,,,,,,,
"592","insertValue","2019-03-05T21:44:51.937Z","clientID","Web","complete","ID153",,,,,,,
"592","pressKey","2019-03-05T21:44:58.954Z",,"Web","complete",,"enter",,,,,,
"592","clickButton","2019-03-05T21:45:02.827Z","update","Web","complete",,,"ID153",,,,,
"592","insertValue","2019-03-05T21:45:06.311Z","address","Web","complete","addA1323addB561",,,,,,,
"592","insertValue","2019-03-05T21:45:15.492Z","country","Web","complete","Country94",,,,,,,
"592","clickButton","2019-03-05T21:45:24.295Z","UnbindFile","Web","complete",,,,,,,,
"592","clickButton","2019-03-05T21:45:27.136Z","OK","Web","complete",,,,,,,,
"592","clickButton","2019-03-05T21:45:30.413Z","Confirm","Web","complete",,,,,,,,
"593","clickButton","2019-03-05T21:45:44.199Z","Clients","Web","complete",,,,,,,,
"593","insertValue","2019-03-05T21:45:46.405Z","clientID","Web","complete","ID159",,,,,,,
"593","pressKey","2019-03-05T21:45:56.933Z",,"Web","complete",,"enter",,,,,,
"593","clickButton","2019-03-05T21:45:59.455Z","update","Web","complete",,,"ID159",,,,,
"593","insertValue","2019-03-05T21:46:02.694Z","address","Web","complete","addA973addB1485",,,,,,,
"593","insertValue","2019-03-05T21:46:10.833Z","country","Web","complete","Australia",,,,,,,
"593","openFile","2019-03-05T21:46:26.153Z",,"Excel","complete",,,,"C:/Customers/Australia/","xls","ID159",,
"593","copy","2019-03-05T21:46:28.974Z","address","Web","complete","addB1485",,,,,,,
"593","paste","2019-03-05T21:46:38.786Z",,"Excel","complete","addB1485",,,,,,"A","5"
"593","saveFile","2019-03-05T21:46:42.442Z","save","Excel","complete",,,,,,,,
"593","clickButton","2019-03-05T21:46:44.647Z","ConfirmWithFile","Web","complete",,,,,,,,
"594","clickButton","2019-03-05T21:46:56.938Z","Clients","Web","complete",,,,,,,,
"594","insertValue","2019-03-05T21:46:57.834Z","clientID","Web","complete","ID1953",,,,,,,
"594","pressKey","2019-03-05T21:47:09.702Z",,"Web","complete",,"enter",,,,,,
